unit -> SI (lux) 
Timestamp;lux;
0.071508;10000.0;
0.1607;10000.0;
0.241044;10000.0;
0.320761;10000.0;
0.411012;10000.0;
0.49077198;10000.0;
0.57071096;10000.0;
0.65070295;10000.0;
0.740732;10000.0;
0.82073;10000.0;
0.900841;10000.0;
0.990739;10000.0;
1.070794;10000.0;
1.150875;10000.0;
1.2407069;10000.0;
1.320779;10000.0;
1.4010389;10000.0;
1.490721;10000.0;
1.570722;10000.0;
1.6507089;10000.0;
1.7407029;10000.0;
1.82073;10000.0;
1.90072;10000.0;
1.980742;10000.0;
2.0707679;10000.0;
2.150711;10000.0;
2.230717;10000.0;
2.320929;10000.0;
2.400694;10000.0;
2.4807038;10000.0;
2.5707781;10000.0;
2.650709;10000.0;
2.7307189;10000.0;
2.820708;10000.0;
2.900744;1000.0;
2.9807658;1000.0;
3.0609128;1000.0;
3.150724;10000.0;
3.2307057;10000.0;
3.310699;10000.0;
3.400719;10000.0;
3.480824;10000.0;
3.5607028;10000.0;
3.6507409;10000.0;
3.730965;10000.0;
3.8107498;1000.0;
3.900756;1000.0;
3.9807627;1000.0;
4.06076;1000.0;
4.15072;1000.0;
4.230724;10000.0;
4.310753;10000.0;
4.390788;10000.0;
4.4807377;10000.0;
4.5607147;10000.0;
4.640792;10000.0;
4.7307286;10000.0;
4.810779;1000.0;
4.890802;1000.0;
4.980739;1000.0;
5.0607276;1000.0;
5.1408587;1000.0;
5.230699;1000.0;
5.310709;10000.0;
5.390726;10000.0;
5.4807143;10000.0;
5.5607038;10000.0;
5.640726;10000.0;
5.72073;10000.0;
5.8118725;10000.0;
5.890722;1000.0;
5.9707246;1000.0;
6.060886;1000.0;
6.140709;1000.0;
6.220716;1000.0;
6.310895;1000.0;
6.390772;10000.0;
6.470708;10000.0;
6.561455;10000.0;
6.6407185;10000.0;
6.7207217;10000.0;
6.8007646;10000.0;
6.890722;10000.0;
6.9707527;1000.0;
7.050713;1000.0;
7.140731;1000.0;
