unit -> angles in degrees;
Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West;Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis;Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis;
0.675805;322.25;-8.1875;-11.171875;
0.68583196;328.98438;-1.9375;-6.421875;
0.69587;334.29688;0.46875;-2.828125;
0.705974;334.65625;0.078125;-1.625;
0.71690595;334.875;-1.703125;-1.484375;
0.726574;334.90625;-3.609375;-1.53125;
0.736698;335.0;-1.125;-0.46875;
0.74677795;334.71875;-5.34375;-1.8125;
0.756907;329.09375;-8.9375;-3.328125;
0.768618;328.79688;-10.203125;-0.21875;
0.778192;328.4375;-12.40625;2.09375;
0.791196;328.09375;-12.5;4.109375;
0.80110896;327.92188;-11.140625;6.046875;
0.811278;327.71875;-10.96875;6.875;
0.821356;327.3125;-10.921875;6.53125;
0.83169496;326.92188;-10.328125;7.609375;
0.841764;326.59375;-9.75;9.265625;
0.85214895;326.34375;-8.90625;10.34375;
0.86344296;326.125;-7.40625;10.4375;
0.87294894;325.73438;-5.609375;8.84375;
0.88339996;320.45313;-3.015625;4.140625;
0.892985;315.85938;1.703125;-3.8125;
0.90304494;310.57813;2.75;-12.859375;
0.913041;305.78125;0.53125;-16.796875;
0.92311496;305.34375;-2.90625;-14.265625;
0.933234;301.32813;-6.421875;-8.59375;
0.94345397;301.09375;-8.453125;-3.109375;
0.96007895;301.1875;-7.578125;1.171875;
0.969662;301.29688;-7.578125;1.171875;
0.9798629;301.40625;-8.171875;1.90625;
0.99003595;301.35938;-11.609375;5.09375;
1.0008299;301.09375;-15.375;9.4375;
1.01085;288.23438;-21.359375;10.6875;
1.022092;275.0625;-24.265625;11.0;
1.031457;274.71875;-23.71875;4.421875;
1.041491;271.01563;-24.96875;4.484375;
1.05152;271.17188;-23.671875;1.234375;
1.06159;271.51563;-22.84375;-0.078125;
1.071707;275.5625;-22.328125;1.734375;
1.082184;279.79688;-21.421875;4.453125;
1.0921799;283.60938;-20.78125;5.765625;
1.102214;287.95313;-19.65625;6.1875;
1.1126969;292.76563;-18.21875;6.078125;
1.123276;297.34375;-16.390625;5.125;
1.13272;297.75;-14.640625;3.28125;
1.142699;301.64063;-12.65625;1.515625;
1.152705;301.84375;-11.9375;-0.46875;
1.163255;301.96875;-12.46875;-1.421875;
1.172902;302.04688;-13.53125;-0.984375;
1.182959;302.03125;-14.859375;-0.171875;
1.193078;301.96875;-16.109375;1.015625;
1.203188;301.8125;-17.296875;1.8125;
1.213231;301.45313;-18.890625;1.625;
1.223295;297.40625;-19.84375;0.203125;
1.233364;297.07813;-20.015625;-0.890625;
1.2434639;296.79688;-19.75;-1.140625;
1.253697;296.5625;-19.25;-2.265625;
1.263736;296.39063;-18.1875;-4.09375;
1.273817;296.21875;-17.46875;-5.9375;
1.283888;296.10938;-16.453125;-7.40625;
1.295873;296.10938;-15.234375;-7.015625;
1.306024;296.23438;-14.5625;-5.34375;
1.3153639;296.45313;-13.53125;-3.84375;
1.325691;296.78125;-12.515625;-2.90625;
1.335746;297.15625;-11.890625;-2.578125;
1.345851;297.54688;-11.65625;-2.15625;
1.356119;297.95313;-11.234375;-1.703125;
1.366396;298.3125;-11.375;-1.984375;
1.376445;298.65625;-10.6875;-3.328125;
1.386482;298.96875;-10.984375;-3.359375;
1.3965849;299.28125;-11.890625;-2.046875;
1.4067249;299.64063;-13.84375;2.65625;
1.416765;304.09375;-15.921875;9.609375;
1.426826;313.26563;-9.46875;13.921875;
1.4368939;312.9375;-15.78125;7.859375;
1.4469709;305.15625;-21.421875;4.34375;
1.457904;300.76563;-22.453125;4.484375;
1.4684238;300.67188;-19.984375;1.953125;
1.477872;300.64063;-20.28125;2.15625;
1.4878159;300.20313;-24.859375;0.984375;
1.497975;292.90625;-30.28125;0.984375;
1.508009;287.57813;-32.78125;-1.203125;
1.518082;287.59375;-29.359375;-3.640625;
1.528178;287.59375;-29.984375;-6.078125;
1.538302;287.84375;-27.890625;-2.484375;
1.5484049;288.28125;-26.21875;-0.953125;
1.558498;288.71875;-26.0625;-1.671875;
1.568553;292.79688;-25.8125;0.59375;
1.578638;293.125;-26.5625;3.640625;
1.5896729;293.40625;-27.875;6.0;
1.599391;293.84375;-26.96875;7.234375;
1.612269;297.875;-26.390625;7.0625;
1.6217629;302.4375;-23.484375;7.359375;
1.6322709;302.84375;-23.015625;8.421875;
1.642189;303.14063;-24.03125;8.671875;
1.6521369;303.3125;-25.875;9.984375;
1.6623601;303.10938;-29.234375;10.46875;
1.672178;297.53125;-32.171875;10.0;
1.682146;306.70313;-25.390625;15.34375;
1.6922079;297.07813;-32.671875;4.765625;
1.7022969;284.21875;-40.640625;-5.40625;
1.713141;274.625;-45.484375;-10.203125;
1.7226279;267.60938;-47.484375;-7.890625;
1.732683;267.67188;-43.546875;-13.03125;
1.742812;267.90625;-41.03125;-9.015625;
1.7530069;273.8125;-36.15625;-1.796875;
1.76297;282.8125;-30.8125;1.375;
1.7730349;289.76563;-28.75;3.15625;
1.7839179;294.70313;-28.234375;4.796875;
1.7935519;295.04688;-28.234375;5.125;
1.8039069;295.125;-29.734375;4.671875;
1.813517;294.90625;-31.75;4.375;
1.8237079;291.09375;-33.9375;3.5;
1.8342329;285.3125;-37.53125;-0.984375;
1.844374;285.07813;-36.515625;-0.640625;
1.855102;285.34375;-32.65625;2.46875;
1.865143;290.34375;-29.296875;4.3125;
1.8752829;295.625;-26.0;6.25;
1.8853129;299.5;-24.125;7.375;
1.8954129;299.6875;-24.5625;8.8125;
1.905461;299.60938;-28.265625;14.015625;
1.916219;299.1875;-32.28125;22.140625;
1.925655;310.96875;-28.765625;30.28125;
1.935728;321.79688;-27.671875;32.84375;
1.9458429;321.60938;-25.65625;29.734375;
1.956529;321.17188;-20.96875;24.40625;
1.966911;316.96875;-16.28125;19.34375;
1.9767019;316.76563;-11.796875;16.5625;
1.986746;316.54688;-7.65625;14.078125;
1.996854;316.35938;-3.859375;11.65625;
2.0069158;316.14063;-1.171875;9.609375;
2.016999;315.90625;0.21875;9.21875;
2.027094;315.75;1.703125;9.921875;
2.037144;315.67188;1.53125;13.203125;
2.049486;315.9375;2.65625;20.046875;
2.0590599;320.17188;-1.421875;27.375;
2.0691519;326.21875;-3.328125;34.4375;
2.079195;330.60938;-2.484375;36.359375;
2.089255;330.89063;0.640625;36.3125;
2.09936;330.82813;4.640625;31.96875;
2.1109169;330.39063;8.5;25.6875;
2.120816;324.89063;12.921875;19.5625;
2.130576;324.45313;17.765625;16.28125;
2.1408;324.10938;22.78125;16.515625;
2.151083;323.8125;22.078125;18.828125;
2.161341;323.64063;19.453125;23.53125;
2.171106;323.96875;21.59375;31.859375;
2.181091;328.89063;19.71875;37.609375;
2.191093;329.07813;17.265625;37.75;
2.201387;329.09375;19.453125;35.828125;
2.211267;329.0;22.59375;34.078125;
2.221323;328.89063;24.640625;33.859375;
2.2314181;328.875;27.953125;34.5625;
2.2414699;328.96875;32.40625;35.15625;
2.251619;329.14063;36.25;35.96875;
2.2621818;329.48438;39.25;38.078125;
2.272971;329.57813;41.578125;34.84375;
2.283433;329.5625;44.15625;33.109375;
2.293037;329.45313;45.984375;31.890625;
2.303066;329.21875;47.296875;30.359375;
2.313045;328.85938;48.96875;28.421875;
2.3231528;328.45313;51.234375;27.34375;
2.33326;328.03125;53.25;26.78125;
2.343319;324.45313;54.4375;26.6875;
2.3534248;324.1875;55.671875;26.671875;
2.363512;323.875;56.125;26.640625;
2.373593;323.4375;56.09375;26.1875;
2.3836648;318.14063;55.90625;24.734375;
2.39373;313.07813;55.703125;22.90625;
2.403848;308.17188;54.59375;21.546875;
2.41408;303.54688;52.375;21.21875;
2.427629;299.10938;49.71875;21.671875;
2.4373608;295.125;46.796875;23.5625;
2.447178;291.40625;44.078125;26.21875;
2.458411;287.6875;41.375;29.671875;
2.468461;283.9375;38.796875;33.65625;
2.478572;280.01563;36.3125;37.75;
2.488781;275.3125;34.015625;41.609375;
2.498751;269.8125;31.890625;45.359375;
2.5088189;263.42188;29.703125;49.1875;
2.51889;256.29688;27.6875;52.921875;
2.529057;248.64063;25.78125;56.8125;
2.539093;240.32813;24.125;60.46875;
2.549167;231.8125;22.5625;63.9375;
2.559266;223.29688;21.421875;66.84375;
2.571174;214.64063;20.234375;69.28125;
2.581151;206.28125;19.015625;70.984375;
2.591107;197.3125;162.5;71.765625;
2.602586;188.04688;164.5625;70.65625;
2.612201;180.14063;166.29688;68.375;
2.6229548;174.84375;167.53125;67.0;
2.6326778;174.54688;167.48438;67.78125;
2.642727;174.5;167.42188;70.484375;
2.652767;174.5;165.54688;71.046875;
2.6628537;174.84375;163.03125;72.28125;
2.6729248;179.04688;163.21875;73.1875;
2.683075;179.1875;22.9375;67.0625;
2.693269;179.14063;30.1875;59.796875;
2.703285;175.07813;144.17188;53.96875;
2.7149189;166.4375;145.09375;53.671875;
2.7244549;162.45313;142.78125;51.59375;
2.734426;162.39063;142.01563;51.125;
2.744538;156.98438;147.28125;54.78125;
2.754787;151.04688;147.07813;53.578125;
2.764716;150.625;148.04688;54.203125;
2.774788;150.32813;147.89063;54.28125;
2.7964709;150.65625;144.54688;52.640625;
2.8057888;157.9375;142.53125;51.375;
2.815854;164.76563;141.78125;50.96875;
2.826426;172.14063;141.39063;50.96875;
2.8360949;180.25;141.10938;50.984375;
2.846159;188.45313;140.5625;50.5625;
2.856217;194.92188;40.140625;49.84375;
2.866307;200.14063;40.71875;49.21875;
2.8771079;204.26563;41.453125;48.453125;
2.8867269;209.5;43.375;46.5;
2.897114;216.35938;46.046875;43.859375;
2.9069319;223.125;47.9375;41.953125;
2.9170077;227.65625;48.53125;41.34375;
2.927425;227.875;47.78125;42.046875;
2.937423;227.9375;46.390625;43.359375;
2.9474568;227.78125;44.484375;45.1875;
2.9574919;227.42188;42.359375;47.046875;
2.967714;223.76563;40.75;48.375;
2.97762;223.46875;39.578125;49.21875;
2.9894989;223.26563;39.3125;49.171875;
2.9988048;223.1875;39.46875;48.578125;
3.008933;223.1875;39.625;47.96875;
3.019038;223.20313;38.75;48.078125;
3.029092;223.28125;38.421875;47.875;
3.0392969;223.4375;39.0;46.921875;
3.0497558;223.64063;39.3125;46.265625;
3.060128;223.875;39.34375;45.984375;
3.0701349;224.15625;39.3125;46.1875;
3.080162;224.42188;38.171875;47.09375;
3.0902557;224.73438;37.015625;46.609375;
3.106238;228.625;38.5;40.53125;
3.116004;228.875;35.796875;41.609375;
3.12649;229.21875;36.4375;42.453125;
3.1368477;232.89063;38.109375;41.609375;
3.1464489;233.26563;38.6875;41.046875;
3.156447;237.1875;39.78125;41.078125;
3.166509;241.04688;42.734375;40.640625;
3.1765418;245.07813;45.015625;40.40625;
3.1866071;245.48438;45.15625;41.015625;
3.196719;245.90625;43.4375;42.140625;
3.206826;249.70313;43.4375;41.3125;
3.217314;249.92188;43.390625;38.8125;
3.2269707;250.26563;47.390625;35.5;
3.2370338;254.28125;47.984375;37.25;
3.2473369;254.65625;45.296875;40.8125;
3.257334;259.20313;48.0;40.0625;
3.26747;259.57813;51.96875;36.90625;
3.277551;259.98438;56.09375;33.578125;
3.2876048;260.40625;53.328125;36.234375;
3.297602;260.78125;55.046875;34.65625;
3.3076777;261.10938;54.25;35.421875;
3.3191578;261.375;53.234375;36.15625;
3.3286178;261.46875;56.6875;32.59375;
3.338639;261.4375;59.125;30.34375;
3.348718;261.40625;59.8125;30.09375;
3.358799;261.4375;121.09375;31.0625;
3.3689718;261.4375;121.4375;31.375;
3.37899;261.42188;122.125;32.03125;
3.389057;261.39063;123.078125;33.015625;
3.3991458;261.35938;123.90625;33.875;
3.4094021;261.3125;54.890625;35.109375;
3.4193778;261.34375;51.640625;38.328125;
3.429416;261.46875;49.390625;40.59375;
3.439929;261.60938;49.203125;40.796875;
3.450152;261.78125;129.90625;39.765625;
3.46025;261.98438;128.79688;38.21875;
3.470232;262.26563;129.39063;38.703125;
3.4809248;262.59375;131.40625;41.171875;
3.491631;266.3125;135.42188;45.40625;
3.502147;266.60938;42.5625;47.4375;
3.512165;266.90625;41.5625;48.203125;
3.522234;267.20313;40.875;48.59375;
3.532527;267.57813;40.09375;49.28125;
3.542192;268.0;39.359375;50.03125;
3.5522728;268.20313;47.59375;41.28125;
3.562371;268.625;43.390625;45.859375;
3.572474;273.07813;43.078125;46.59375;
3.5825567;273.4375;39.421875;50.078125;
3.592639;273.75;39.453125;49.71875;
3.602723;274.03125;42.71875;46.453125;
3.6129498;274.29688;44.125;45.03125;
3.623061;274.51563;43.28125;45.515625;
3.633107;274.59375;42.234375;45.5;
3.643247;274.45313;41.015625;44.796875;
3.6539388;274.07813;39.140625;43.6875;
3.6643069;269.0;36.15625;41.0625;
3.673893;264.1875;32.78125;35.453125;
3.683976;263.82813;31.09375;37.6875;
3.6940567;263.45313;29.765625;41.296875;
3.704407;263.01563;29.765625;40.96875;
3.7143228;258.39063;26.0625;41.203125;
3.7243528;254.4375;19.5625;46.390625;
3.7344239;250.5;14.53125;52.625;
3.744767;246.48438;10.953125;58.03125;
3.7547798;246.17188;13.0625;58.234375;
3.7648718;241.79688;8.671875;61.03125;
3.774989;238.17188;5.515625;62.609375;
3.7853618;237.82813;5.234375;64.03125;
3.801292;237.40625;6.875;65.125;
3.8114;232.95313;10.1875;68.03125;
3.821529;228.46875;14.125;70.890625;
3.8316107;224.3125;17.765625;70.796875;
3.842373;228.10938;26.890625;62.90625;
3.85215;223.32813;21.6875;67.984375;
3.862138;216.8125;19.546875;70.359375;
3.8721728;216.54688;21.140625;68.75;
3.8822038;216.25;20.765625;69.109375;
3.892356;216.3125;21.09375;68.1875;
3.903158;216.34375;19.453125;69.265625;
3.9135947;216.42188;21.09375;67.90625;
3.9231448;216.45313;21.8125;67.53125;
3.933007;216.09375;20.5625;69.171875;
3.9432588;212.20313;21.6875;68.25;
3.9533758;212.5;25.6875;64.1875;
3.963439;212.60938;24.1875;65.546875;
3.9735029;212.48438;22.171875;67.359375;
3.9835818;212.84375;24.8125;64.171875;
3.993759;219.17188;27.625;60.578125;
4.004199;219.59375;27.296875;59.578125;
4.01403;219.84375;25.125;60.34375;
4.0311656;219.90625;23.078125;61.515625;
4.040821;219.90625;23.859375;61.0625;
4.050809;219.84375;25.234375;60.265625;
4.060904;219.76563;27.0625;59.265625;
4.0711718;219.71875;28.921875;58.125;
4.08113;219.79688;30.515625;56.59375;
4.0911007;220.1875;32.453125;53.515625;
4.101163;225.21875;33.78125;49.515625;
4.1111107;225.57813;34.90625;49.21875;
4.121253;225.9375;34.765625;48.171875;
4.131298;226.34375;34.765625;46.421875;
4.1413407;226.76563;34.765625;46.421875;
4.1514516;230.82813;35.421875;44.46875;
4.162038;231.23438;37.0;41.75;
4.172523;234.9375;37.109375;41.15625;
4.182593;235.375;39.546875;38.25;
4.19282;240.28125;41.84375;35.5;
4.202554;240.67188;41.84375;35.5;
4.212929;245.35938;43.6875;34.453125;
4.223033;249.21875;45.71875;33.046875;
4.233261;249.59375;47.0;31.53125;
4.243158;253.29688;47.859375;30.046875;
4.25324;253.60938;48.234375;29.125;
4.263641;254.01563;48.671875;28.71875;
4.2734876;258.21875;49.734375;28.5625;
4.283516;258.625;51.09375;28.140625;
4.293596;262.6875;52.5;27.78125;
4.3040376;263.04688;53.953125;27.34375;
4.3138247;266.82813;54.78125;27.765625;
4.323925;267.14063;54.5625;28.515625;
4.3346286;267.51563;57.53125;26.90625;
4.3442388;267.90625;58.734375;26.28125;
4.354689;268.34375;59.953125;26.15625;
4.3644776;272.14063;61.109375;26.125;
4.374613;272.375;61.71875;26.0;
4.3846745;272.5625;61.875;25.796875;
4.394775;272.65625;62.578125;24.984375;
4.404823;272.67188;63.71875;24.0625;
4.414958;272.60938;65.265625;22.8125;
4.425122;272.46875;67.28125;21.390625;
4.435101;272.20313;69.4375;19.71875;
4.445166;271.82813;71.53125;17.96875;
4.4559927;268.20313;72.984375;16.75;
4.465496;268.0;71.5;18.234375;
4.475626;267.92188;68.421875;21.265625;
4.4857297;268.09375;63.578125;26.25;
4.4957027;268.46875;59.546875;30.421875;
4.505819;272.125;57.21875;32.78125;
4.516029;272.40625;123.546875;33.546875;
4.5264335;272.71875;124.390625;34.359375;
4.5367928;273.14063;126.21875;36.15625;
4.546467;277.4375;128.71875;38.671875;
4.556471;277.82813;131.5;41.5;
4.5664;281.5;44.953125;44.953125;
4.5764728;281.78125;41.46875;48.015625;
4.586539;282.04688;39.375;49.359375;
4.596652;282.26563;39.109375;48.75;
4.606846;282.40625;39.765625;47.09375;
4.6167617;282.46875;40.875;45.234375;
4.626854;282.48438;42.109375;43.453125;
4.636981;282.48438;43.1875;42.28125;
4.647058;282.51563;44.25;41.578125;
4.657113;282.59375;44.390625;41.828125;
4.667182;282.71875;43.640625;42.796875;
4.677303;282.85938;42.140625;44.296875;
4.687442;282.98438;40.015625;46.265625;
4.697528;283.0625;37.40625;48.640625;
4.707607;283.0625;34.765625;50.875;
4.718232;282.92188;32.390625;52.78125;
4.729054;282.625;30.6875;54.015625;
4.738856;278.70313;29.390625;54.84375;
4.7500496;274.90625;28.234375;55.71875;
4.760277;270.95313;27.140625;56.078125;
4.770864;266.875;26.03125;56.5625;
4.7808127;262.95313;24.984375;57.640625;
4.793366;258.70313;23.328125;59.46875;
4.802705;253.82813;21.609375;61.875;
4.812798;248.71875;20.1875;63.640625;
4.823658;243.60938;18.765625;64.71875;
4.8332715;239.01563;17.59375;65.46875;
4.8436584;234.51563;16.09375;66.40625;
4.853234;229.90625;14.421875;67.890625;
4.863263;225.71875;12.78125;69.015625;
4.873905;221.95313;11.71875;70.28125;
4.883994;221.51563;12.40625;70.90625;
4.894256;216.64063;14.9375;70.359375;
4.9042077;216.25;18.296875;68.15625;
4.9143677;215.875;22.171875;64.90625;
4.924375;215.54688;25.734375;61.71875;
4.9357877;215.25;28.71875;58.96875;
4.945857;214.96875;30.875;56.828125;
4.9559226;214.625;32.5;55.625;
4.9663663;214.20313;33.359375;55.03125;
4.976045;209.32813;33.5;55.140625;
4.986683;205.5;32.875;55.734375;
4.9971137;201.875;32.109375;56.53125;
5.006838;201.54688;31.75;56.84375;
5.0164804;201.17188;32.484375;56.15625;
5.026653;200.9375;34.859375;53.984375;
5.036673;201.14063;38.609375;50.359375;
5.046803;208.8125;42.171875;46.71875;
5.0570397;217.89063;44.546875;44.0625;
5.066997;225.17188;45.875;42.359375;
5.0770807;228.75;45.625;42.046875;
5.08751;228.64063;43.109375;43.53125;
5.097191;224.85938;39.6875;45.75;
5.107279;220.90625;36.40625;48.140625;
5.117377;220.53125;34.234375;49.578125;
5.1273828;220.17188;33.171875;50.078125;
5.137436;219.96875;33.40625;49.46875;
5.1474705;220.01563;35.21875;47.671875;
5.157525;220.375;37.890625;45.625;
5.1680837;226.0;40.828125;43.515625;
5.1797657;232.5;43.875;41.453125;
5.1892266;239.45313;46.59375;39.578125;
5.199192;246.1875;49.1875;37.578125;
5.2092495;251.875;51.328125;35.796875;
5.2193446;255.73438;52.296875;34.984375;
5.22985;256.01563;52.359375;34.796875;
5.2401476;256.25;51.828125;35.078125;
5.252647;256.34375;50.390625;35.6875;
5.262202;256.375;48.671875;36.65625;
5.272279;256.32813;46.640625;37.71875;
5.282366;256.25;44.796875;38.359375;
5.29255;256.1875;43.78125;37.890625;
5.303148;256.20313;44.15625;36.515625;
5.3136;256.3125;45.515625;34.46875;
5.3232408;256.51563;46.890625;32.359375;
5.333224;256.79688;47.96875;30.75;
5.343194;257.15625;49.421875;29.234375;
5.353282;257.57813;50.734375;28.078125;
5.36339;261.73438;50.828125;29.0;
5.373693;262.17188;50.734375;30.703125;
5.3836055;266.875;51.46875;31.5625;
5.393686;267.3125;52.734375;31.53125;
5.4037642;271.79688;54.203125;31.34375;
5.4139266;272.1875;55.859375;30.546875;
5.4239516;272.59375;57.921875;29.140625;
5.434138;272.98438;60.015625;27.421875;
5.444192;273.32813;61.5;25.9375;
5.454214;273.625;62.859375;24.53125;
5.464259;273.875;64.703125;22.84375;
5.4743366;274.09375;66.03125;21.671875;
5.486255;274.26563;68.015625;20.1875;
5.495761;274.40625;69.796875;19.09375;
5.5056777;274.54688;70.890625;18.59375;
5.515744;274.73438;70.78125;19.125;
5.5258155;274.95313;109.46875;19.453125;
5.5359526;275.23438;110.390625;20.21875;
5.546032;275.57813;111.703125;21.515625;
5.556106;279.46875;114.15625;23.9375;
5.5662;279.875;117.0;26.9375;
5.576286;283.95313;119.359375;29.359375;
5.586348;284.34375;58.578125;31.421875;
5.59642;288.4375;123.421875;33.421875;
5.60713;292.20313;126.46875;36.453125;
5.616686;296.01563;130.51563;40.5;
5.626765;299.95313;44.515625;45.46875;
5.636996;300.32813;39.40625;50.3125;
5.646893;300.65625;35.21875;53.5625;
5.6570826;300.84375;32.09375;55.03125;
5.6676207;300.90625;29.78125;55.71875;
5.6780925;300.875;28.78125;55.5625;
5.687774;300.76563;28.640625;55.140625;
5.697841;300.65625;29.484375;54.671875;
5.708117;300.54688;31.53125;53.4375;
5.718132;300.48438;34.203125;52.015625;
5.7282662;300.46875;37.015625;50.390625;
5.7383018;300.48438;39.078125;49.234375;
5.7483077;300.5;40.34375;48.375;
5.758385;300.48438;40.859375;48.03125;
5.768454;300.39063;40.34375;48.40625;
5.7785177;300.17188;38.625;49.625;
5.7958765;299.75;36.828125;50.34375;
5.80562;294.17188;34.796875;50.75;
5.815757;288.71875;32.296875;51.046875;
5.8282847;283.32813;30.0;50.875;
5.8453097;277.34375;25.609375;50.546875;
5.855404;272.6875;23.75;51.046875;
5.86544;268.89063;22.09375;52.484375;
5.87554;268.46875;20.46875;53.90625;
5.889928;263.625;18.84375;55.640625;
5.900011;259.34375;16.984375;57.234375;
5.9101195;255.3125;15.171875;58.8125;
5.921238;251.4375;13.359375;60.0625;
5.9308586;247.57813;11.515625;61.515625;
5.941101;243.9375;10.125;63.21875;
5.9510756;243.51563;9.4375;65.03125;
5.961696;238.84375;9.953125;66.609375;
5.9711356;238.40625;11.40625;67.453125;
5.9811945;234.5;14.296875;67.421875;
5.991279;234.21875;17.859375;66.671875;
6.00126;233.96875;21.265625;64.90625;
6.0112977;233.71875;24.09375;63.515625;
6.0214314;233.48438;26.21875;62.1875;
6.032563;233.28125;28.015625;60.921875;
6.042289;233.04688;29.09375;60.109375;
6.0523005;232.85938;30.390625;59.0;
6.0623317;232.73438;31.59375;57.90625;
6.0723987;232.67188;32.28125;57.171875;
6.0825367;232.57813;32.1875;57.109375;
6.092592;232.39063;31.59375;57.5;
6.102676;232.07813;30.90625;58.0;
6.1127887;231.8125;31.265625;57.515625;
6.1229377;231.78125;32.984375;55.796875;
6.132954;232.03125;34.734375;53.859375;
6.1430326;232.4375;35.9375;52.328125;
6.1531425;232.8125;36.046875;51.765625;
6.1632566;233.21875;36.015625;51.609375;
6.1733117;233.54688;35.359375;52.09375;
6.183397;233.75;34.109375;52.671875;
6.1935096;233.82813;32.375;53.46875;
6.203644;233.84375;31.140625;53.78125;
6.2140965;233.85938;30.375;53.703125;
6.22443;233.92188;30.390625;53.578125;
6.234139;234.09375;31.359375;53.046875;
6.244249;234.40625;32.84375;52.453125;
6.254578;238.32813;34.53125;51.6875;
6.264179;242.17188;35.90625;51.0625;
6.2742376;242.60938;36.828125;50.515625;
6.2916164;247.76563;38.421875;48.875;
6.301355;251.59375;39.5;47.578125;
6.3114;251.96875;40.734375;46.140625;
6.321127;252.40625;41.796875;44.59375;
6.331226;256.0625;42.34375;43.578125;
6.3413296;256.34375;42.703125;42.859375;
6.351428;256.70313;43.46875;41.984375;
6.3614864;260.3125;44.453125;41.140625;
6.3717055;260.625;44.515625;41.390625;
6.3818135;260.98438;45.34375;40.15625;
6.392255;261.39063;47.921875;37.484375;
6.402226;261.82813;47.921875;37.484375;
6.412235;265.4375;49.015625;36.1875;
6.422217;265.71875;50.40625;34.671875;
6.432173;266.01563;51.421875;33.625;
6.4422507;266.32813;52.671875;32.609375;
6.452374;266.65625;54.484375;31.4375;
6.462485;267.01563;56.328125;30.234375;
6.473834;267.375;57.34375;29.53125;
6.483422;267.71875;58.90625;28.453125;
6.493231;268.01563;61.015625;26.671875;
6.5033307;268.21875;63.609375;24.390625;
6.513431;268.32813;65.625;22.46875;
