unit -> angles in degrees;
Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West;Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis;Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis;
0.37426597;298.84375;-32.109375;-4.03125;
0.383942;298.45313;-32.84375;-3.53125;
0.39286497;294.60938;-33.359375;-3.15625;
0.403019;294.375;-33.28125;-2.859375;
0.41305402;294.21875;-33.125;-2.46875;
0.423127;293.96875;-33.171875;-1.984375;
0.43320498;293.54688;-34.0625;-1.421875;
0.443334;288.34375;-35.03125;-1.03125;
0.45395598;288.15625;-34.65625;-0.078125;
0.464006;288.0625;-34.296875;0.359375;
0.47395;288.125;-34.03125;0.8125;
0.485555;288.40625;-33.375;1.140625;
0.49486;288.71875;-32.90625;1.03125;
0.50464;289.10938;-32.25;0.84375;
0.51456195;289.46875;-31.828125;0.75;
0.524588;289.875;-31.53125;0.59375;
0.534588;290.15625;-31.65625;0.5;
0.544585;290.45313;-31.234375;0.171875;
0.55462897;290.89063;-30.453125;0.171875;
0.564765;296.01563;-29.765625;0.609375;
0.574882;300.64063;-29.046875;1.65625;
0.584946;306.01563;-28.359375;3.015625;
0.595109;311.48438;-27.765625;4.203125;
0.605782;316.51563;-27.0625;5.046875;
0.615955;323.3125;-25.859375;6.203125;
0.62759995;332.625;-23.109375;7.859375;
0.63605297;332.84375;-23.03125;6.765625;
0.64620197;338.5;-23.96875;8.9375;
0.657387;344.40625;-22.84375;10.125;
0.666343;350.54688;-20.9375;11.515625;
0.676459;354.70313;-19.265625;12.375;
0.68653;355.03125;-18.0;12.78125;
0.69805896;355.29688;-16.921875;12.671875;
0.706726;355.4375;-16.53125;12.234375;
0.717598;355.45313;-16.65625;11.796875;
0.728209;355.25;-17.015625;11.0625;
0.737229;354.95313;-17.328125;10.1875;
0.74713296;354.53125;-17.25;9.5625;
0.7572;354.26563;-16.890625;10.40625;
0.767531;354.26563;-16.53125;11.71875;
0.777491;354.54688;-16.21875;13.90625;
0.78755593;0.328125;-16.25;17.09375;
0.798854;7.5;-16.859375;20.640625;
0.808129;16.359375;-18.59375;24.40625;
0.818201;25.625;-20.5;27.421875;
0.828291;35.21875;-22.109375;30.765625;
0.838734;42.078125;-22.65625;33.421875;
0.84889495;46.4375;-20.28125;39.453125;
0.85873497;46.546875;-18.6875;41.3125;
0.868684;46.390625;-19.09375;39.46875;
0.878758;45.984375;-19.5625;37.296875;
0.889036;39.703125;-19.390625;34.828125;
0.89902097;39.265625;-20.171875;34.640625;
0.91159797;28.46875;-23.015625;26.75;
0.922513;18.71875;-24.6875;23.421875;
0.932593;8.0625;-27.171875;19.6875;
0.94221795;350.53125;-32.546875;12.46875;
0.952384;334.70313;-34.265625;7.359375;
0.96248996;334.48438;-33.265625;11.375;
0.97254;340.01563;-33.359375;16.109375;
0.9827399;349.57813;-34.125;19.625;
0.99272496;357.875;-35.328125;21.1875;
1.002839;5.234375;-36.9375;22.140625;
1.012996;11.0;-38.359375;22.390625;
1.024513;11.28125;-39.546875;21.640625;
1.033082;11.3125;-40.90625;20.640625;
1.0437189;11.078125;-41.53125;19.921875;
1.054202;6.625;-41.59375;19.5;
1.063303;0.921875;-40.234375;18.953125;
1.073388;0.890625;-40.96875;20.25;
1.0834819;0.828125;-41.5;20.46875;
1.0939419;0.734375;-41.953125;20.703125;
1.104018;0.484375;-41.984375;20.671875;
1.1143179;355.10938;-41.3125;19.609375;
1.1244451;349.5625;-40.71875;18.5;
1.134316;344.3125;-40.46875;17.03125;
1.1441998;337.26563;-40.734375;15.3125;
1.1553849;331.29688;-40.46875;14.25;
1.1646539;327.45313;-39.484375;13.5625;
1.174765;327.20313;-38.15625;13.640625;
1.184523;326.95313;-36.765625;13.984375;
1.194584;326.79688;-35.59375;14.796875;
1.204829;326.75;-34.546875;15.59375;
1.2150539;326.75;-33.984375;16.390625;
1.224893;326.70313;-33.953125;16.6875;
1.2349731;326.46875;-34.515625;16.53125;
1.2468039;326.20313;-34.59375;16.703125;
1.256918;325.98438;-34.046875;17.53125;
1.265759;325.82813;-33.265625;18.34375;
1.27644;325.73438;-32.390625;19.21875;
1.2865679;325.73438;-31.375;20.3125;
1.296061;325.79688;-30.1875;21.84375;
1.3062109;326.01563;-29.296875;23.359375;
1.3164239;326.32813;-29.125;24.671875;
1.3264049;326.73438;-28.984375;25.796875;
1.336466;327.125;-28.9375;26.71875;
1.346574;330.96875;-28.78125;27.671875;
1.357559;331.28125;-28.203125;28.578125;
1.367317;331.59375;-27.265625;29.328125;
1.377559;331.89063;-24.125;29.390625;
1.389101;332.0625;-25.125;29.25;
1.39842;332.26563;-25.421875;30.21875;
1.407787;332.5;-24.796875;31.265625;
1.417848;332.75;-24.28125;31.828125;
1.4279729;332.90625;-24.15625;31.796875;
1.4381219;332.95313;-23.546875;31.109375;
1.44817;332.875;-22.578125;29.96875;
1.4582659;332.73438;-21.640625;29.0625;
1.468572;332.53125;-21.140625;28.203125;
1.47852;332.26563;-20.640625;27.28125;
1.4886069;331.95313;-18.390625;25.796875;
1.498727;331.71875;-16.6875;25.84375;
1.510247;331.54688;-16.859375;26.90625;
1.519585;331.46875;-16.796875;28.203125;
1.5290589;331.60938;-16.21875;30.65625;
1.5444249;335.28125;-15.875;34.125;
1.5528508;339.09375;-16.3125;37.09375;
1.563067;339.35938;-18.390625;36.5625;
1.572999;344.65625;-17.921875;40.390625;
1.5847199;350.92188;-16.65625;45.078125;
1.594221;356.73438;-15.78125;48.46875;
1.603287;2.296875;-15.984375;51.234375;
1.6139469;7.734375;-16.625;53.984375;
1.623426;8.171875;-16.796875;54.71875;
1.6339309;12.5625;-16.09375;56.859375;
1.643947;12.8125;-15.71875;57.171875;
1.654077;12.90625;-15.375;56.109375;
1.66428;12.734375;-13.609375;54.6875;
1.674233;12.34375;-11.15625;53.796875;
1.684268;8.59375;-8.453125;54.609375;
1.699423;8.296875;-5.890625;55.9375;
1.708141;8.109375;-3.390625;59.453125;
1.718449;8.015625;-1.265625;63.21875;
1.728249;7.984375;1.03125;67.046875;
1.738357;7.96875;3.46875;69.984375;
1.7486889;7.90625;5.46875;71.53125;
1.75875;7.765625;7.046875;71.84375;
1.768845;7.5;7.765625;70.9375;
1.7803099;7.15625;7.46875;69.734375;
1.7896188;6.71875;6.640625;67.828125;
1.799567;2.0625;5.375;65.015625;
1.8093519;1.640625;3.609375;62.65625;
1.8193849;357.64063;1.703125;61.03125;
1.8294619;357.29688;1.703125;60.109375;
1.8395;356.90625;-1.125;59.84375;
1.850263;356.5;-1.59375;60.25;
1.8597059;356.09375;-1.140625;61.265625;
1.8697759;355.78125;-0.171875;63.4375;
1.8798589;355.59375;1.09375;65.984375;
1.889981;355.4375;2.40625;67.84375;
1.901496;355.35938;3.0;69.328125;
1.910798;355.3125;2.828125;70.59375;
1.9210889;355.29688;1.59375;71.25;
1.9308039;355.35938;-0.28125;71.703125;
1.940849;355.4375;-1.734375;71.875;
1.950925;355.48438;-2.6875;71.8125;
1.961082;355.375;-3.46875;70.5625;
1.971148;355.03125;-4.53125;68.609375;
1.9811919;349.57813;-4.90625;66.375;
1.9913319;343.84375;-5.234375;63.953125;
2.0015779;338.51563;-5.296875;61.890625;
2.013119;333.5;-4.875;59.90625;
2.0224998;329.4375;-4.734375;58.421875;
2.032283;329.15625;-1.625;58.6875;
2.048157;324.45313;-4.09375;56.296875;
2.057808;319.14063;-7.71875;54.34375;
2.0694199;318.90625;-7.90625;56.890625;
2.07841;318.60938;-7.90625;56.890625;
2.093998;318.32813;-8.625;58.359375;
2.10277;317.95313;-9.15625;58.171875;
2.1139;317.51563;-9.640625;58.3125;
2.1265948;313.15625;-10.09375;58.109375;
2.13537;312.73438;-10.609375;57.6875;
2.145563;308.125;-11.3125;57.265625;
2.15565;307.70313;-11.890625;56.453125;
2.165675;303.20313;-12.09375;55.140625;
2.1809788;302.78125;-12.234375;53.71875;
2.190204;298.54688;-12.34375;53.015625;
2.1998599;298.17188;-12.609375;52.765625;
2.209836;297.75;-12.984375;52.890625;
2.221882;293.1875;-13.78125;52.9375;
2.234667;292.78125;-14.296875;52.546875;
2.2439737;287.28125;-16.21875;53.125;
2.2556658;286.9375;-15.84375;54.84375;
2.2649229;286.6875;-14.9375;56.75;
2.2745128;286.53125;-14.1875;58.625;
2.284811;286.25;-14.703125;59.328125;
2.295042;285.8125;-15.59375;58.671875;
2.305324;279.46875;-17.328125;57.03125;
2.315575;273.5;-19.421875;55.015625;
2.3250408;273.0625;-19.421875;55.015625;
2.3391948;266.17188;-24.25;49.828125;
2.348521;262.23438;-25.484375;47.625;
2.3578281;262.1875;-24.796875;46.5;
2.368085;262.375;-22.484375;46.859375;
2.378986;266.46875;-18.984375;48.09375;
2.38914;272.07813;-15.171875;49.234375;
2.3993058;278.48438;-11.609375;50.59375;
2.409292;285.20313;-8.953125;52.28125;
2.419401;292.09375;-7.234375;54.609375;
2.429482;299.15625;-6.484375;57.359375;
2.439775;306.3125;-6.75;60.234375;
2.451027;315.59375;-7.328125;63.28125;
2.460641;328.60938;-7.96875;66.53125;
2.4704378;344.14063;-8.59375;68.734375;
2.480533;358.54688;-9.25;70.203125;
2.4906328;8.328125;-9.265625;70.75;
2.500748;8.703125;-11.265625;68.609375;
2.511114;8.59375;-9.328125;68.234375;
2.520951;4.3125;-9.09375;66.6875;
2.5310588;358.48438;-9.15625;64.6875;
2.541167;354.21875;-8.0;63.8125;
2.551353;353.89063;-6.671875;63.28125;
2.5629838;353.5625;-5.75;62.640625;
2.572244;353.29688;-4.09375;62.421875;
2.5830069;353.20313;-2.65625;63.90625;
2.592151;353.26563;-1.734375;65.140625;
2.602372;353.5;-0.921875;66.328125;
2.6125069;353.8125;-0.921875;66.984375;
2.6226099;354.15625;-0.921875;66.984375;
2.632826;354.5625;0.78125;68.125;
2.642831;358.21875;1.84375;68.921875;
2.652926;358.54688;3.390625;70.875;
2.663056;358.92188;4.25;72.140625;
2.674746;359.26563;5.234375;72.6875;
2.684567;359.57813;5.234375;72.6875;
2.6934628;359.9375;5.484375;74.15625;
2.7044659;0.34375;5.796875;75.640625;
2.7139578;3.953125;6.1875;77.53125;
2.724012;4.109375;7.4375;77.75;
2.7342708;4.171875;8.109375;77.34375;
2.74461;4.1875;8.9375;77.3125;
2.75433;4.15625;9.359375;77.1875;
2.764261;4.109375;9.359375;77.46875;
2.7745678;4.015625;9.265625;77.3125;
2.784607;3.921875;9.015625;77.71875;
2.802829;3.75;9.75;76.9375;
2.811148;3.515625;10.1875;75.875;
2.8212368;3.25;10.1875;75.09375;
2.8320158;3.0;9.578125;74.84375;
2.842009;2.765625;8.34375;74.546875;
2.851462;2.578125;6.28125;74.375;
2.861657;2.4375;3.46875;73.171875;
2.8721688;2.359375;-0.3125;71.296875;
2.8887208;2.28125;-3.890625;68.21875;
2.8980558;2.15625;-6.5625;65.109375;
2.9074538;1.9375;-8.484375;62.796875;
2.917358;1.75;-9.078125;62.46875;
2.9274979;1.640625;-8.953125;63.71875;
2.9375129;1.640625;-8.0625;65.578125;
2.947586;1.78125;-6.671875;68.59375;
2.9576728;2.03125;-4.984375;71.46875;
2.967778;2.328125;-3.28125;73.609375;
2.9778569;2.65625;-1.734375;75.28125;
2.987957;2.890625;-0.703125;75.3125;
2.9980538;3.046875;-0.25;74.890625;
3.008153;3.171875;-0.34375;74.15625;
3.0183659;3.28125;-1.03125;73.140625;
3.02864;3.34375;-2.15625;71.59375;
3.0383878;3.28125;-3.71875;69.1875;
3.048509;3.046875;-5.296875;66.578125;
3.0585768;359.29688;-7.359375;63.09375;
3.068668;354.84375;-8.765625;59.515625;
3.0787618;350.29688;-9.78125;56.546875;
3.088886;345.125;-10.578125;53.3125;
3.099119;340.45313;-11.40625;50.921875;
3.10921;336.0625;-12.78125;48.96875;
3.1193237;332.40625;-14.296875;47.671875;
3.1312509;332.03125;-15.71875;47.0;
3.140292;327.84375;-17.46875;46.671875;
3.1499279;327.53125;-18.765625;46.96875;
3.160001;327.10938;-20.125;47.234375;
3.1700459;326.67188;-21.1875;48.171875;
3.180209;326.35938;-22.046875;49.3125;
3.1902518;326.03125;-23.078125;50.046875;
3.200321;325.64063;-23.828125;50.28125;
3.210433;320.01563;-24.25;50.1875;
3.220521;311.48438;-25.484375;49.8125;
3.230593;298.6875;-26.734375;49.296875;
3.2407308;285.48438;-27.765625;48.75;
3.252179;276.3125;-28.140625;48.375;
3.261473;270.25;-28.203125;47.578125;
3.270932;269.85938;-27.9375;47.03125;
3.2810109;269.76563;-27.328125;46.3125;
3.291162;269.92188;-26.53125;45.265625;
3.3012338;270.14063;-26.078125;44.296875;
3.3113658;270.32813;-26.203125;43.328125;
3.3214688;270.40625;-26.390625;43.203125;
3.3315399;270.76563;-25.015625;44.09375;
3.341631;278.46875;-22.296875;46.234375;
3.351719;287.5625;-19.921875;48.328125;
3.3618338;294.46875;-19.0625;49.203125;
3.37432;294.85938;-19.296875;48.9375;
3.3909938;294.875;-19.859375;47.9375;
3.401182;294.5;-20.96875;47.046875;
3.4126878;290.45313;-21.546875;46.71875;
3.422699;290.26563;-21.421875;47.859375;
3.432829;294.01563;-19.75;48.5625;
3.442869;304.54688;-17.265625;50.921875;
3.4529798;319.5625;-13.984375;53.484375;
3.463055;332.1875;-10.78125;55.40625;
3.47311;339.82813;-8.078125;56.046875;
3.4850187;340.17188;-4.25;55.171875;
3.494252;340.53125;-4.25;55.171875;
3.503937;340.82813;-3.890625;54.734375;
3.514191;341.03125;-4.0;54.015625;
3.524211;341.20313;-4.671875;53.5625;
3.534191;341.3125;-5.765625;53.15625;
3.5442197;341.29688;-6.953125;52.359375;
3.554497;341.20313;-8.1875;51.265625;
3.564502;340.9375;-9.46875;49.53125;
3.574528;340.5625;-10.40625;47.96875;
3.584606;340.14063;-10.609375;46.4375;
3.59601;336.4375;-10.75;44.953125;
3.605241;336.15625;-10.640625;43.765625;
3.615385;335.89063;-9.921875;42.71875;
3.62514;335.6875;-9.078125;42.390625;
3.634928;335.57813;-8.5;42.3125;
3.644963;335.59375;-7.796875;42.828125;
3.655093;335.73438;-6.78125;43.421875;
3.6650968;336.0;-5.609375;44.234375;
3.675179;336.34375;-4.765625;44.59375;
3.6852598;336.71875;-4.484375;44.75;
3.6953309;340.625;-4.03125;45.671875;
3.705427;340.96875;-4.234375;46.109375;
3.71551;341.34375;-4.671875;45.78125;
3.726297;341.71875;-5.234375;45.015625;
3.7364168;342.03125;-5.015625;43.578125;
3.745848;342.3125;-5.546875;42.328125;
3.755876;342.70313;-7.546875;42.9375;
3.765977;346.51563;-8.515625;43.46875;
3.7760298;346.84375;-8.390625;43.8125;
3.78611;347.21875;-8.5625;43.46875;
3.796172;347.57813;-8.765625;42.625;
3.8062608;348.01563;-9.21875;43.015625;
3.8163319;352.17188;-9.578125;43.46875;
3.8264518;355.89063;-9.546875;45.5;
3.8368928;356.3125;-8.84375;48.296875;
3.847365;1.015625;-8.140625;50.453125;
3.857493;1.375;-8.109375;50.71875;
3.8671129;1.765625;-9.703125;49.15625;
3.877308;2.140625;-11.0;47.296875;
3.8873348;2.484375;-11.65625;45.03125;
3.8975968;2.765625;-12.40625;41.984375;
3.907745;2.890625;-13.46875;37.25;
3.91779;2.8125;-14.796875;31.375;
3.927852;2.53125;-16.09375;25.625;
3.9379368;2.1875;-16.09375;22.109375;
3.9480088;1.921875;-15.40625;21.03125;
3.9581287;1.8125;-15.140625;20.9375;
3.968569;2.015625;-14.515625;23.125;
3.9788258;6.484375;-14.5625;26.375;
3.988729;12.265625;-15.203125;30.546875;
3.9987729;18.421875;-16.125;33.65625;
4.0088596;24.984375;-18.890625;35.453125;
4.018969;31.546875;-21.421875;36.3125;
4.029045;36.703125;-22.90625;35.765625;
4.0391326;37.078125;-23.390625;33.6875;
4.0492487;37.234375;-22.5;30.078125;
4.059317;37.0625;-21.0;25.625;
4.06953;33.25;-20.078125;21.296875;
4.081157;29.671875;-19.984375;17.796875;
4.092804;29.28125;-20.25;14.84375;
4.101069;25.671875;-21.03125;12.828125;
4.111172;25.3125;-22.109375;10.515625;
4.121229;20.734375;-22.8125;7.859375;
4.13132;16.15625;-23.96875;5.203125;
4.141584;10.515625;-24.796875;2.1875;
4.151717;4.3125;-25.828125;-0.140625;
4.162354;357.34375;-26.484375;-2.296875;
4.1726527;352.76563;-26.84375;-2.96875;
4.182829;352.73438;-27.765625;-2.15625;
4.192933;353.07813;-28.265625;-1.28125;
4.202634;359.34375;-28.90625;-0.453125;
4.2127657;6.359375;-29.828125;0.109375;
4.222867;15.875;-30.796875;1.140625;
4.2330027;21.125;-30.21875;1.140625;
4.243108;31.078125;-31.6875;1.8125;
4.253123;41.765625;-31.984375;3.015625;
4.263246;49.484375;-32.078125;3.5;
4.27338;55.25;-32.390625;3.859375;
4.283979;55.34375;-32.21875;3.109375;
4.293561;55.046875;-31.921875;2.1875;
4.304641;46.28125;-31.171875;0.8125;
4.314293;37.203125;-30.484375;-0.171875;
4.324871;27.046875;-29.84375;-1.265625;
4.334257;17.453125;-28.84375;-2.4375;
4.344328;10.765625;-28.046875;-3.21875;
4.354632;6.078125;-27.421875;-3.71875;
4.364633;5.75;-26.375;-3.828125;
4.374597;5.4375;-25.546875;-3.921875;
4.384757;5.1875;-24.765625;-3.78125;
4.3946137;4.75;-24.859375;-4.625;
4.4046926;0.140625;-25.015625;-5.234375;
4.4175267;359.96875;-25.078125;-4.484375;
4.4257803;0.046875;-25.515625;-3.390625;
4.43623;0.265625;-25.40625;-2.578125;
4.4459467;0.59375;-23.78125;-1.875;
4.4560547;0.84375;-21.390625;-1.8125;
4.466182;0.890625;-19.0;-2.734375;
4.476237;0.65625;-17.265625;-4.875;
4.4863086;355.96875;-16.890625;-7.890625;
4.496476;350.04688;-17.703125;-11.171875;
4.506537;343.71875;-18.890625;-13.875;
4.5165606;339.76563;-19.578125;-14.53125;
4.5273757;339.73438;-19.03125;-13.234375;
4.537511;340.125;-18.296875;-10.203125;
4.5468297;347.23438;-17.328125;-6.28125;
4.556934;354.375;-16.890625;-2.65625;
4.5669937;0.875;-16.65625;0.34375;
4.577071;6.359375;-16.890625;2.9375;
4.591556;10.4375;-17.15625;4.796875;
4.602779;14.53125;-19.1875;6.671875;
4.6121516;14.734375;-19.1875;6.671875;
4.6222486;14.96875;-21.0;6.625;
4.63232;15.265625;-23.046875;6.671875;
4.642459;15.546875;-24.796875;6.5625;
4.652484;15.84375;-26.0625;6.84375;
4.6625657;15.765625;-28.875;4.34375;
4.672682;9.875;-32.71875;1.734375;
4.6827426;359.01563;-36.28125;0.171875;
4.692939;340.10938;-39.90625;-0.390625;
4.703128;313.04688;-41.96875;-0.390625;
4.713693;282.82813;-43.5625;-0.421875;
4.7238135;265.10938;-44.265625;-0.609375;
4.7332606;244.46875;-44.703125;1.453125;
4.7433276;184.53125;-43.609375;4.140625;
4.753391;128.45313;-42.0;7.265625;
4.7636604;92.890625;-40.015625;9.25;
4.773586;69.578125;-37.109375;11.546875;
4.783699;58.0625;-35.3125;14.46875;
4.7942986;49.6875;-33.078125;15.78125;
4.804298;43.359375;-30.671875;17.390625;
4.826953;42.765625;-28.90625;21.140625;
4.818688;43.125;-28.90625;21.140625;
4.83713;39.1875;-27.1875;22.84375;
4.847233;38.8125;-25.109375;24.546875;
4.857249;34.890625;-22.6875;26.5;
4.867314;34.5;-19.6875;28.6875;
4.8773885;30.75;-16.921875;30.96875;
4.887529;30.453125;-14.328125;33.1875;
4.897659;30.15625;-11.9375;36.6875;
4.907701;29.734375;-7.1875;40.125;
4.9185658;29.515625;-4.140625;49.0;
4.927879;29.328125;-0.390625;56.671875;
4.93807;29.09375;1.265625;59.3125;
4.948042;28.84375;-0.078125;57.640625;
4.958168;28.453125;-1.953125;52.0625;
4.968279;23.015625;-2.65625;45.390625;
4.978438;17.203125;-2.015625;39.65625;
4.988482;11.984375;-0.609375;36.078125;
4.9985228;7.609375;1.3125;34.28125;
5.0086007;7.234375;3.25;34.28125;
5.018694;6.828125;5.234375;35.6875;
5.0289803;6.5;6.671875;38.703125;
5.039662;6.234375;7.4375;42.203125;
5.0498247;6.046875;7.0625;45.65625;
5.0591297;5.984375;5.859375;48.796875;
5.0691648;6.0;4.203125;51.03125;
5.0792675;6.03125;2.625;52.09375;
5.089392;6.046875;1.234375;52.546875;
5.099483;6.03125;-0.34375;52.421875;
5.1095457;5.953125;-2.015625;52.078125;
5.1196265;5.828125;-4.109375;51.859375;
5.1297417;5.609375;-5.828125;50.859375;
5.1398106;5.21875;-7.78125;49.234375;
5.149893;0.21875;-10.015625;47.46875;
5.1608467;354.90625;-12.296875;45.34375;
5.171039;349.15625;-14.484375;43.859375;
5.180277;343.09375;-16.125;43.046875;
5.190231;336.79688;-17.625;42.6875;
5.200308;330.53125;-19.0;42.703125;
5.211008;324.95313;-20.1875;43.390625;
5.220541;319.875;-20.9375;44.40625;
5.2306066;315.0;-21.484375;45.46875;
5.240693;309.78125;-21.65625;46.640625;
5.2508;303.46875;-21.84375;47.21875;
5.2610297;295.65625;-22.140625;47.75;
5.2710967;286.48438;-22.59375;48.21875;
5.2820783;278.375;-22.84375;48.375;
5.2920327;271.15625;-23.09375;48.1875;
5.302056;265.79688;-23.09375;48.3125;
5.312223;265.5;-22.453125;47.890625;
5.322219;265.1875;-22.265625;47.171875;
5.332336;264.875;-22.140625;46.15625;
5.342383;264.57813;-22.140625;45.015625;
5.352492;264.32813;-21.984375;43.3125;
5.362585;264.03125;-22.53125;42.015625;
5.37268;263.71875;-22.21875;41.890625;
5.382789;263.35938;-22.421875;41.359375;
5.3942146;262.9375;-23.140625;40.40625;
5.403031;262.51563;-23.296875;39.9375;
5.4132385;262.21875;-21.65625;41.15625;
5.423107;262.14063;-19.359375;42.46875;
5.433237;262.21875;-17.96875;43.109375;
5.4433236;262.26563;-17.96875;43.109375;
5.4534316;262.40625;-17.46875;42.546875;
5.463997;262.53125;-17.9375;41.140625;
5.4739985;262.70313;-18.125;39.90625;
5.484228;262.92188;-17.828125;39.40625;
5.4942446;263.3125;-16.515625;38.90625;
5.504263;268.10938;-14.65625;39.078125;
5.5159817;276.14063;-8.78125;41.78125;
5.533462;283.64063;-6.046875;42.921875;
5.5417967;289.875;-4.109375;43.40625;
5.5528235;294.89063;-3.015625;43.953125;
5.562194;298.98438;-2.484375;44.46875;
5.572253;302.82813;-2.203125;45.375;
5.582357;303.23438;-2.625;46.078125;
5.592561;307.34375;-3.5;46.6875;
5.6025505;307.73438;-4.671875;47.453125;
5.612614;311.98438;-5.375;48.15625;
5.622662;312.34375;-6.28125;47.859375;
5.6328006;312.75;-6.953125;47.6875;
5.64284;316.71875;-6.78125;47.21875;
5.652916;317.15625;-5.859375;47.015625;
5.664661;321.92188;-4.234375;46.71875;
5.674755;325.92188;-2.0625;46.921875;
5.6832137;326.34375;0.328125;47.078125;
5.693294;331.32813;3.015625;48.265625;
5.7034388;335.0;5.375;49.140625;
5.713921;338.60938;7.578125;50.984375;
5.723942;338.96875;9.1875;52.265625;
5.73394;343.01563;11.09375;54.40625;
5.7439756;343.40625;12.34375;56.5;
5.754208;347.375;13.296875;58.609375;
5.764259;347.73438;14.125;60.40625;
5.774266;348.17188;14.5;62.171875;
5.785834;351.89063;15.078125;63.375;
5.7952437;352.125;16.3125;63.984375;
5.804826;352.3125;17.1875;64.015625;
5.8145227;352.42188;18.859375;63.609375;
5.824554;352.45313;19.890625;62.765625;
5.834635;352.39063;20.96875;61.84375;
5.844723;352.25;21.75;60.953125;
5.854827;352.04688;22.328125;60.59375;
5.8649716;351.82813;22.484375;60.46875;
5.875038;351.5625;22.53125;60.015625;
5.8851156;351.28125;22.71875;60.1875;
5.895189;351.03125;22.09375;60.953125;
5.9066997;350.79688;21.5625;61.734375;
5.9160137;350.64063;19.8125;63.3125;
5.9254556;350.45313;19.8125;63.3125;
5.935546;350.3125;18.28125;64.375;
5.9456744;350.1875;17.453125;64.5625;
5.9557137;350.03125;16.484375;63.625;
5.965786;349.875;14.625;62.453125;
5.9758396;349.6875;12.890625;60.4375;
5.985902;349.4375;11.265625;57.96875;
5.995977;349.14063;10.75;55.671875;
6.006076;348.8125;10.984375;54.78125;
6.0161448;348.5;10.921875;55.125;
6.028317;348.32813;11.0;58.578125;
6.0447297;348.21875;10.953125;60.515625;
6.053568;348.17188;10.921875;62.21875;
6.065519;348.1875;10.75;63.203125;
6.0747657;348.25;9.921875;63.953125;
6.084468;348.35938;8.59375;64.15625;
6.09465;348.45313;7.09375;63.625;
6.1046586;348.5625;5.296875;63.140625;
6.114567;348.59375;3.109375;61.40625;
6.124572;348.5625;1.40625;59.859375;
6.134638;348.45313;0.1875;58.3125;
6.144606;348.23438;-1.0625;56.921875;
6.1547008;347.95313;-2.546875;55.859375;
6.16485;347.59375;-4.203125;55.21875;
6.174941;347.17188;-6.3125;54.8125;
6.1865287;343.35938;-7.90625;54.65625;
6.195799;343.03125;-9.015625;54.875;
6.205342;342.71875;-9.671875;55.9375;
6.2153316;342.5625;-9.984375;57.53125;
6.225481;342.375;-10.296875;58.21875;
6.23555;342.23438;-10.6875;59.25;
6.2456646;342.01563;-11.40625;59.921875;
6.2559977;341.9375;-11.4375;61.125;
6.270277;341.9375;-11.15625;62.171875;
6.279565;341.78125;-11.0;62.453125;
6.289135;337.82813;-10.96875;62.515625;
6.300695;329.26563;-11.34375;61.984375;
6.310803;314.23438;-11.953125;60.96875;
6.32087;295.64063;-13.0625;60.125;
6.3309608;280.20313;-13.609375;59.078125;
6.3410735;268.84375;-13.921875;58.265625;
6.351142;260.53125;-14.390625;57.09375;
6.3612566;254.64063;-15.109375;55.796875;
