unit -> SI (m/s^2) 
Timestamp;minus Gx on the x-axis;minus Gy on the y-axis;minus Gz on the z-axis
0.007644;-1.253072;5.9248514;9.043911;
0.016184999;-1.253072;5.9248514;9.043911;
0.026251;-1.4709976;5.706926;9.261836;
0.036319997;-1.56634;5.638824;9.41166;
0.046949;-1.5935807;5.47538;9.575105;
0.057097998;-1.525479;5.47538;9.724928;
0.066562;-1.5118586;5.47538;9.901993;
0.076783;-1.4982382;5.434519;10.051817;
0.086801;-1.5527196;5.3527966;10.160779;
0.096938;-1.6753027;5.1621118;10.269742;
0.106911995;-1.879608;4.9578066;10.256122;
0.11697099;-1.9885708;4.69902;10.2152605;
0.126993;-2.0294318;4.535576;10.119919;
0.137051;-1.96133;4.4538536;10.024576;
0.147127;-1.9340894;4.467474;9.820271;
0.15743999;-1.7297841;4.4129925;9.466142;
0.16803;-1.5527196;4.467474;9.071152;
0.17826399;-1.3892754;4.576437;8.798744;
0.187539;-1.2258313;4.671779;8.512717;
0.19760099;-1.1032481;4.739881;8.349273;
0.207674;-1.0079057;4.69902;8.322033;
0.217819;-0.9670447;4.6036777;8.362893;
0.22787699;-0.95342433;4.4810944;8.3765135;
0.23796898;-0.9942854;4.372132;8.430995;
0.248211;-1.0487667;4.2495484;8.5944395;
0.263135;-1.0896279;4.167826;8.7034025;
0.271382;-1.0896279;4.1542063;8.648921;
0.281476;-1.0896279;4.0588636;8.676162;
0.29209697;-1.0896279;3.990762;8.648921;
0.30211398;-1.0896279;3.8954194;8.553578;
0.31227398;-1.0079057;3.800077;8.362893;
0.32229298;-0.92618364;3.7047346;8.022385;
0.332364;-0.89894295;3.7728362;7.6954966;
0.342631;-0.8308412;3.881799;7.477571;
0.35272196;-0.7899802;3.9635212;7.205164;
0.36276898;-0.6810174;4.1814466;7.000859;
0.37426597;-0.5720546;4.3176503;6.851035;
0.383942;-0.50395286;4.426613;6.8374147;
0.39286497;-0.44947147;4.4947147;6.810174;
0.403019;-0.40861043;4.4947147;6.8374147;
0.41305402;-0.35412905;4.4810944;6.864655;
0.423127;-0.2860273;4.4947147;6.864655;
0.43320498;-0.20430522;4.5900574;6.782933;
0.443334;-0.14982383;4.69902;6.701211;
0.45395598;-0.013620348;4.69902;6.7965536;
0.464006;0.05448139;4.767122;6.9872384;
0.47395;0.12258313;4.862464;7.205164;
0.485555;0.17706452;4.903325;7.43671;
0.49486;0.16344418;4.9578066;7.6546354;
0.50464;0.13620348;4.944186;7.8317;
0.51456195;0.12258313;4.944186;7.9679036;
0.524588;0.095342435;4.9578066;8.076866;
0.534588;0.08172209;5.012288;8.131348;
0.544585;0.027240695;5.039529;8.308413;
0.55462897;0.027240695;4.9986677;8.499097;
0.564765;0.10896278;4.930566;8.62168;
0.574882;0.2860273;4.8216033;8.676162;
0.584946;0.51757324;4.658159;8.60806;
0.595109;0.7218784;4.576437;8.662541;
0.605782;0.8580819;4.440233;8.648921;
0.615955;1.0623871;4.2904096;8.785124;
0.62759995;1.3484144;3.8681788;8.962189;
0.63605297;1.2394516;4.1269655;9.629586;
0.64620197;1.7161638;4.4947147;9.956474;
0.657387;2.083913;4.6036777;10.732834;
0.666343;2.506144;4.4810944;11.4410925;
0.676459;2.819412;4.344891;12.094869;
0.68653;2.9964764;4.1814466;12.517099;
0.69805896;2.9964764;3.9771416;12.735025;
0.706726;2.8738933;3.8545585;12.6669235;
0.717598;2.7240696;3.8136973;12.4489975;
0.728209;2.4925237;3.800077;12.162971;
0.737229;2.2473574;3.7864566;11.917805;
0.74713296;2.0975335;3.7455957;11.890564;
0.7572;2.2609777;3.636633;11.767981;
0.767531;2.4516625;3.4323275;11.304889;
0.777491;2.7649305;3.214402;10.705593;
0.78755593;3.1599207;3.0100968;9.833891;
0.798854;3.4731886;2.8602731;8.771504;
0.808129;3.7047346;2.8602731;7.6546354;
0.818201;3.92266;2.982856;6.9463773;
0.828291;4.2223077;3.1054392;6.374323;
0.838734;4.7943625;3.3506055;6.4424243;
0.84889495;5.6933055;3.1054392;6.183638;
0.85873497;5.638824;2.73769;5.802268;
0.868684;5.1893525;2.669588;5.706926;
0.878758;4.780742;2.6423476;5.6933055;
0.889036;4.2904096;2.4925237;5.638824;
0.89902097;4.2904096;2.6014864;5.638824;
0.91159797;2.9964764;2.6014864;5.339176;
0.922513;2.4925237;2.6151068;5.1212506;
0.932593;1.9885708;2.6968288;4.862464;
0.94221795;1.1577295;2.8875136;4.372132;
0.952384;0.6537767;2.8738933;4.167826;
0.96248996;1.0487667;2.9147544;4.3176503;
0.97254;1.525479;3.0237172;4.3312707;
0.9827399;1.8932283;3.1599207;4.263169;
0.99272496;2.083913;3.336985;4.2223077;
1.002839;2.2201166;3.5412905;4.1542063;
1.012996;2.315459;3.7728362;4.167826;
1.024513;2.3563201;4.072484;4.3312707;
1.033082;2.383561;4.426613;4.5219555;
1.0437189;2.4516625;4.767122;4.7943625;
1.054202;2.5606253;5.09401;5.134871;
1.063303;2.5606253;5.09401;5.448139;
1.073388;2.8330324;5.366417;5.4890003;
1.0834819;3.0781987;5.829509;5.829509;
1.0939419;3.3642259;6.3607025;6.2244987;
1.104018;3.5276701;6.6875906;6.537767;
1.1143179;3.4731886;6.8374147;6.9599977;
1.1244451;3.3506055;6.891896;7.273266;
1.134316;3.214402;7.1234417;7.709117;
1.1441998;2.9964764;7.409469;8.063246;
1.1553849;2.8875136;7.6137743;8.444615;
1.1646539;2.8602731;7.763598;8.975809;
1.174765;3.0373375;7.954283;9.656827;
1.184523;3.2825038;8.131348;10.378705;
1.194584;3.6638734;8.349273;11.073342;
1.204829;4.0180025;8.471856;11.631777;
1.2150539;4.276789;8.471856;11.808842;
1.224893;4.2904096;8.349273;11.631777;
1.2349731;4.1269655;8.21307;11.209546;
1.2468039;4.099725;8.090487;10.991621;
1.256918;4.30403;7.995144;11.018862;
1.265759;4.6036777;8.022385;11.3321295;
1.27644;4.930566;8.022385;11.645397;
1.2865679;5.271075;7.8998017;11.836082;
1.296061;5.6252036;7.600154;11.795221;
1.3062109;5.87037;7.246025;11.509193;
1.3164239;5.8976107;6.8782754;10.841797;
1.3264049;5.761407;6.4151835;10.051817;
1.336466;5.597963;6.0201936;9.343558;
1.346574;5.5571017;5.761407;8.894087;
1.357559;5.706926;5.638824;8.825985;
1.367317;5.9248514;5.5434813;8.975809;
1.377559;5.965712;4.971427;9.357179;
1.389101;6.374323;5.5434813;9.942854;
1.39842;6.7284517;5.7341666;10.024576;
1.407787;6.742072;5.448139;9.670447;
1.417848;6.605869;5.1484914;9.316318;
1.4279729;6.4015636;4.971427;9.057531;
1.4381219;5.992953;4.630918;8.785124;
1.44817;5.407278;4.1542063;8.403754;
1.4582659;4.9169455;3.7319753;8.022385;
1.468572;4.385752;3.3506055;7.4639506;
1.47852;3.8954194;2.9964764;6.932757;
1.4886069;3.3778462;2.4516625;6.5513873;
1.498727;3.0645783;2.0158114;5.992953;
1.510247;2.8057916;1.7978859;5.2302136;
1.519585;2.6287272;1.607201;4.630918;
1.5290589;2.5606253;1.4028958;4.0861044;
1.5444249;2.6014864;1.2666923;3.6230125;
1.5528508;2.5742457;1.1985906;3.1871614;
1.563067;2.4925237;1.3211738;3.091819;
1.572999;2.6968288;1.2803127;2.901134;
1.5847199;2.9283748;1.1849703;2.669588;
1.594221;3.1871614;1.1577295;2.5742457;
1.603287;3.4731886;1.2258313;2.506144;
