Timestamp;Time;Longitude;Latitude;Altitude;Accuracy;Speed (m/s);Speed (km/h);Speed (mph);Speed (kts);
0.0;14:21:33;145.08821113966405;-37.97113368753344;27.5999755859375;10.0;0.0;0.0;0.0;0.0;
1.0;14:21:34;145.08821113966405;-37.97113368753344;27.5999755859375;10.0;0.0;0.0;0.0;0.0;
2.0;14:21:35;145.08821113966405;-37.97113368753344;27.5999755859375;10.0;0.0;0.0;0.0;0.0;
3.0000002;14:21:36;145.08821113966405;-37.97113368753344;27.5999755859375;10.0;0.0;0.0;0.0;0.0;
4.0;14:21:37;145.08821113966405;-37.97113368753344;27.5999755859375;10.0;0.0;0.0;0.0;0.0;
5.0;14:21:38;145.08821113966405;-37.97113368753344;27.5999755859375;5.0;0.0;0.0;0.0;0.0;
6.0000005;14:21:39;145.08814559318125;-37.97097040805966;32.9000244140625;5.0;1.6263;5.8546796;3.6379354;3.161267;
7.0000005;14:21:40;145.08812866173685;-37.97095062676817;34.70001220703125;10.0;1.3761;4.9539595;3.0782528;2.6749182;
8.0;14:21:41;145.08811390958726;-37.97093172557652;36.5;10.0;2.0016;7.20576;4.477459;3.8907902;
9.0;14:21:42;145.08811592124403;-37.97092305030674;37.4000244140625;10.0;1.18845;4.27842;2.6584911;2.3101566;
10.0;14:21:43;145.08812438696623;-37.97091999091208;38.0;10.0;1.18845;4.27842;2.6584911;2.3101566;
11.000001;14:21:44;145.088136959821;-37.97090737614781;38.4000244140625;10.0;1.6888499;6.0798597;3.7778559;3.282854;
12.000001;14:21:45;145.08814617991447;-37.97089216299355;39.29998779296875;10.0;1.8139501;6.53022;4.0576973;3.5260286;
13.000001;14:21:46;145.08815850131214;-37.97087850049138;39.5999755859375;10.0;1.43865;5.17914;3.2181737;2.7965055;
14.000001;14:21:47;145.08816746994853;-37.97086483798921;39.5999755859375;10.0;1.251;4.5036;2.7984118;2.4317439;
15.000001;14:21:48;145.08817040361464;-37.970851049758494;39.5999755859375;10.0;0.0;0.0;0.0;0.0;
16.0;14:21:49;145.08817040361464;-37.970851049758494;39.5999755859375;5.0;0.0;0.0;0.0;0.0;
17.0;14:21:50;145.08816612884402;-37.97081534285098;39.5;10.0;1.8765;6.7553997;4.1976175;3.647616;
18.0;14:21:51;145.08817224763334;-37.970799123868346;38.9000244140625;10.0;1.5012001;5.4043202;3.3580945;2.9180927;
19.0;14:21:52;145.08817970752716;-37.97077938448638;36.9000244140625;10.0;1.8765;6.7553997;4.1976175;3.647616;
20.0;14:21:53;145.08818096481264;-37.97076257877052;36.5;10.0;1.6263;5.8546796;3.6379354;3.161267;
21.000002;14:21:54;145.08818389847875;-37.970744809135795;36.4000244140625;10.0;1.6263;5.8546796;3.6379354;3.161267;
22.000002;14:21:55;145.08820099756122;-37.970735505223274;35.4000244140625;10.0;1.6263;5.8546796;3.6379354;3.161267;
23.000002;14:21:56;145.08821105584502;-37.97072121407837;34.70001220703125;10.0;1.43865;5.17914;3.2181737;2.7965055;
24.000002;14:21:57;145.0882120616734;-37.97070621047169;34.20001220703125;10.0;1.43865;5.17914;3.2181737;2.7965055;
25.000002;14:21:58;145.08821139112115;-37.97069799620658;33.0;10.0;1.56375;5.6295;3.498015;3.03968;
26.000002;14:21:59;145.0882107205689;-37.97068462707102;32.29998779296875;10.0;1.7514;6.30504;3.9177766;3.4044414;
27.000002;14:22:00;145.08820971474051;-37.97067628707737;32.5999755859375;10.0;1.18845;4.27842;2.6584911;2.3101566;
