Timestamp;Time;Longitude;Latitude;Altitude;Accuracy;Speed (m/s);Speed (km/h);Speed (mph);Speed (kts);
0.0;12:29:53;145.05574098788202;-37.957725492306054;45.20001220703125;15.0;0.37530002;1.3510801;0.8395236;0.7295232;
1.0;12:29:54;145.0557398982346;-37.957721636630595;45.79998779296875;15.0;0.81315;2.9273398;1.8189677;1.5806335;
2.0;12:29:55;145.05573813803494;-37.95771396718919;46.0999755859375;15.0;0.56295;2.02662;1.2592853;1.0942848;
3.0000002;12:29:56;145.05573428235948;-37.95770617201924;46.79998779296875;15.0;1.31355;4.72878;2.9383323;2.5533311;
4.0;12:29:57;145.05572539754212;-37.95769477263093;47.29998779296875;15.0;1.56375;5.6295;3.498015;3.03968;
5.0;12:29:58;145.0557160936296;-37.95768852811307;47.79998779296875;15.0;1.18845;4.27842;2.6584911;2.3101566;
6.0000005;12:29:59;145.05570570006967;-37.957688150927424;48.0;15.0;1.0008;3.60288;2.2387295;1.9453951;
7.0000005;12:30:00;145.05569589324296;-37.95768123585731;47.9000244140625;15.0;1.18845;4.27842;2.6584911;2.3101566;
8.0;12:30:01;145.05569396540523;-37.95766950119287;48.29998779296875;15.0;1.1259;4.05324;2.5185707;2.1885695;
9.0;12:30:03;145.05569195374846;-37.95765680260956;48.70001220703125;15.0;1.43865;5.17914;3.2181737;2.7965055;
10.0;12:30:03;145.05568667314947;-37.9576428886503;49.0;15.0;1.56375;5.6295;3.498015;3.03968;
11.000001;12:30:04;145.05568373948336;-37.95763568021357;49.4000244140625;10.0;0.68805;2.4769797;1.5391264;1.3374591;
12.000001;12:30:05;145.05567502230406;-37.95763660222292;49.5;10.0;1.0008;3.60288;2.2387295;1.9453951;
13.000001;12:30:06;145.05566446110606;-37.957630986347795;49.29998779296875;10.0;1.1259;4.05324;2.5185707;2.1885695;
14.000001;12:30:07;145.05565515719354;-37.95762608293444;49.5;10.0;1.251;4.5036;2.7984118;2.4317439;
15.000001;12:30:08;145.05564065650105;-37.957618832588196;49.29998779296875;10.0;1.6888499;6.0798597;3.7778559;3.282854;
16.0;12:30:09;145.0556333642453;-37.95761434827;49.9000244140625;15.0;0.8757;3.15252;1.9588883;1.7022207;
17.0;12:30:10;145.05562582053244;-37.95760818757117;49.9000244140625;10.0;1.18845;4.27842;2.6584911;2.3101566;
18.0;12:30:11;145.05561877973378;-37.95760382898152;49.9000244140625;15.0;1.06335;3.8280597;2.37865;2.0669823;
19.0;12:30:12;145.05562012083828;-37.95759590808302;50.0;15.0;0.93825;3.3776999;2.0988088;1.823808;
20.0;12:30:13;145.05561685189605;-37.957586562260985;50.0999755859375;15.0;1.1259;4.05324;2.5185707;2.1885695;
21.000002;12:30:14;145.05560813471675;-37.95758035965264;50.20001220703125;15.0;0.93825;3.3776999;2.0988088;1.823808;
22.000002;12:30:15;145.05559673532844;-37.95757235493511;50.29998779296875;15.0;1.06335;3.8280597;2.37865;2.0669823;
23.000002;12:30:16;145.05558726377785;-37.95756313484162;50.20001220703125;15.0;1.06335;3.8280597;2.37865;2.0669823;
24.000002;12:30:17;145.05557402037084;-37.95755412429571;49.79998779296875;15.0;1.251;4.5036;2.7984118;2.4317439;
25.000002;12:30:18;145.05556505173445;-37.957540922798216;49.5999755859375;15.0;1.43865;5.17914;3.2181737;2.7965055;
26.000002;12:30:19;145.05555574782193;-37.95752935577184;49.5999755859375;15.0;1.5012001;5.4043202;3.3580945;2.9180927;
27.000002;12:30:20;145.05554527044296;-37.9575184173882;49.79998779296875;15.0;1.251;4.5036;2.7984118;2.4317439;
28.000002;12:30:21;145.05553437396884;-37.95751003548503;50.0;15.0;1.18845;4.27842;2.6584911;2.3101566;
29.000002;12:30:22;145.05552381277084;-37.95749901328236;49.9000244140625;15.0;1.1259;4.05324;2.5185707;2.1885695;
30.000002;12:30:23;145.05551191046834;-37.95749138575047;49.9000244140625;15.0;1.1259;4.05324;2.5185707;2.1885695;
31.000002;12:30:24;145.0554983317852;-37.9574856441468;49.9000244140625;15.0;1.31355;4.72878;2.9383323;2.5533311;
32.0;12:30:25;145.05548307672143;-37.957475376315415;50.0;15.0;1.31355;4.72878;2.9383323;2.5533311;
33.0;12:30:26;145.0554753653705;-37.95745911542326;50.0999755859375;15.0;1.3761;4.9539595;3.0782528;2.6749182;
34.0;12:30:27;145.05546589381993;-37.95744306407869;50.20001220703125;15.0;1.6263;5.8546796;3.6379354;3.161267;
35.0;12:30:28;145.05546086467803;-37.95742713846266;50.4000244140625;15.0;1.43865;5.17914;3.2181737;2.7965055;
36.0;12:30:29;145.05544896237552;-37.95741603244096;50.5;15.0;1.6263;5.8546796;3.6379354;3.161267;
37.0;12:30:30;145.05543127655983;-37.9574068961665;50.4000244140625;15.0;1.5012001;5.4043202;3.3580945;2.9180927;
38.0;12:30:31;145.05541224963963;-37.95739729888737;50.20001220703125;15.0;1.43865;5.17914;3.2181737;2.7965055;
39.0;12:30:32;145.05539590492845;-37.9573899647221;50.0999755859375;15.0;1.18845;4.27842;2.6584911;2.3101566;
40.0;12:30:34;145.05538358353078;-37.957381289452314;50.29998779296875;15.0;1.251;4.5036;2.7984118;2.4317439;
41.000004;12:30:34;145.05537612363696;-37.95737022534013;51.0;15.0;1.1259;4.05324;2.5185707;2.1885695;
42.000004;12:30:35;145.05536480806768;-37.95736163388938;51.0999755859375;15.0;1.06335;3.8280597;2.37865;2.0669823;
43.000004;12:30:36;145.05535072647035;-37.95735995750874;50.9000244140625;15.0;1.06335;3.8280597;2.37865;2.0669823;
44.000004;12:30:37;145.05533404648304;-37.95735999941826;50.79998779296875;10.0;1.18845;4.27842;2.6584911;2.3101566;
45.000004;12:30:38;145.05531745031476;-37.95736410655081;50.5999755859375;10.0;1.06335;3.8280597;2.37865;2.0669823;
46.000004;12:30:39;145.05530102178454;-37.95737265609205;50.4000244140625;10.0;1.06335;3.8280597;2.37865;2.0669823;
47.000004;12:30:40;145.055286353454;-37.9573767632246;50.5999755859375;10.0;1.3761;4.9539595;3.0782528;2.6749182;
48.000004;12:30:41;145.05527302622795;-37.957383007742465;50.9000244140625;10.0;1.251;4.5036;2.7984118;2.4317439;
49.000004;12:30:42;145.0552607048303;-37.957392521202564;50.9000244140625;10.0;1.0008;3.60288;2.2387295;1.9453951;
50.000004;12:30:43;145.05524762906134;-37.95740178320557;50.70001220703125;10.0;1.251;4.5036;2.7984118;2.4317439;
51.000004;12:30:44;145.055233547464;-37.95741037465632;50.5;10.0;1.18845;4.27842;2.6584911;2.3101566;
52.000004;12:30:45;145.05521644838154;-37.95742101967335;50.20001220703125;10.0;1.3761;4.9539595;3.0782528;2.6749182;
53.000004;12:30:46;145.0552026182413;-37.957429359667;50.20001220703125;10.0;1.6263;5.8546796;3.6379354;3.161267;
54.000004;12:30:47;145.0551875308156;-37.95744105242193;50.20001220703125;10.0;1.6888499;6.0798597;3.7778559;3.282854;
55.000004;12:30:48;145.05517202429473;-37.95745081733912;50.29998779296875;10.0;1.93905;6.98058;4.3375382;3.769203;
56.000004;12:30:49;145.05515618249774;-37.95746406074613;50.4000244140625;10.0;1.93905;6.98058;4.3375382;3.769203;
57.000004;12:30:50;145.05513925105333;-37.95747579541057;50.5;10.0;1.8765;6.7553997;4.1976175;3.647616;
58.000004;12:30:51;145.0551238283515;-37.957490547560155;50.5;10.0;1.6888499;6.0798597;3.7778559;3.282854;
59.000004;12:30:52;145.05511150695384;-37.957499767653644;50.70001220703125;10.0;1.3761;4.9539595;3.0782528;2.6749182;
60.000004;12:30:53;145.05509750917554;-37.95751238241792;50.70001220703125;10.0;1.43865;5.17914;3.2181737;2.7965055;
61.000004;12:30:54;145.05507957190275;-37.95752248261124;50.5;10.0;1.6263;5.8546796;3.6379354;3.161267;
62.000004;12:30:55;145.0550596229732;-37.957526673562825;50.5999755859375;10.0;1.8139501;6.53022;4.0576973;3.5260286;
63.000004;12:30:56;145.0550392549485;-37.957532750442624;50.79998779296875;10.0;1.93905;6.98058;4.3375382;3.769203;
64.0;12:30:57;145.05502081476152;-37.95754129998386;50.9000244140625;10.0;1.6888499;6.0798597;3.7778559;3.282854;
65.0;12:30:58;145.05500321276486;-37.957551064901054;51.0;10.0;1.6263;5.8546796;3.6379354;3.161267;
66.0;12:30:59;145.05498250946403;-37.95756242237985;51.0;10.0;1.7514;6.30504;3.9177766;3.4044414;
67.0;12:31:00;145.05496121942997;-37.957577970810235;51.0999755859375;10.0;1.8139501;6.53022;4.0576973;3.5260286;
68.0;12:31:01;145.05494353361428;-37.95758702326566;51.29998779296875;10.0;1.6263;5.8546796;3.6379354;3.161267;
69.0;12:31:02;145.05492609925568;-37.95759297441691;51.5999755859375;10.0;1.56375;5.6295;3.498015;3.03968;
70.0;12:31:03;145.05491218529642;-37.95759662054479;51.9000244140625;10.0;1.0008;3.60288;2.2387295;1.9453951;
71.0;12:31:04;145.05490137264132;-37.957599512301385;51.9000244140625;10.0;0.8757;3.15252;1.9588883;1.7022207;
72.0;12:31:05;145.05489156581461;-37.95760232023895;52.0999755859375;10.0;0.8757;3.15252;1.9588883;1.7022207;
73.0;12:31:06;145.05488293245435;-37.95760328415781;52.0999755859375;10.0;0.81315;2.9273398;1.8189677;1.5806335;
74.0;12:31:07;145.0548727903515;-37.95760634355247;52.20001220703125;10.0;1.06335;3.8280597;2.37865;2.0669823;
75.0;12:31:08;145.05486390553415;-37.957612168975174;52.20001220703125;10.0;1.18845;4.27842;2.6584911;2.3101566;
76.0;12:31:09;145.05485510453582;-37.957622394897044;52.20001220703125;10.0;1.18845;4.27842;2.6584911;2.3101566;
77.0;12:31:10;145.05484940484166;-37.95763002242893;52.0999755859375;10.0;0.93825;3.3776999;2.0988088;1.823808;
78.0;12:31:11;145.05484378896654;-37.95763790141791;52.0999755859375;10.0;0.8757;3.15252;1.9588883;1.7022207;
