unit -> SI (lux) 
Timestamp;lux;
0.025231998;16000.0;
0.085255;16000.0;
0.20530799;16000.0;
0.265239;16000.0;
0.38522202;16000.0;
0.50529796;16000.0;
0.565223;16000.0;
0.685257;16000.0;
0.74531597;16000.0;
0.86525595;16000.0;
0.92525196;16000.0;
1.045311;16000.0;
1.165485;16000.0;
1.225237;16000.0;
1.3452181;16000.0;
1.4052559;16000.0;
1.525222;16000.0;
1.645221;16000.0;
1.7055019;16000.0;
1.825341;16000.0;
1.885223;16000.0;
2.005216;16000.0;
2.065223;16000.0;
2.1852558;16000.0;
2.305235;16000.0;
2.365232;16000.0;
2.4852521;16000.0;
2.545246;16000.0;
2.665347;16000.0;
2.725226;16000.0;
2.8452668;16000.0;
2.965319;16000.0;
3.02527;16000.0;
3.1452389;16000.0;
3.20533;16000.0;
3.325294;16000.0;
3.38524;16000.0;
3.5052118;16000.0;
3.625261;16000.0;
3.725241;16000.0;
3.7852268;16000.0;
3.905226;16000.0;
4.015411;16000.0;
4.0752397;16000.0;
4.135242;16000.0;
4.255222;16000.0;
4.375276;16000.0;
4.436501;16000.0;
4.577087;16000.0;
4.6352468;16000.0;
4.755221;16000.0;
4.8156986;16000.0;
4.935233;16000.0;
5.045237;16000.0;
5.105308;16000.0;
5.225219;16000.0;
5.2852497;16000.0;
5.411707;16000.0;
5.465247;16000.0;
5.615232;16000.0;
5.675225;16000.0;
5.795465;16000.0;
5.855239;16000.0;
5.975216;16000.0;
6.0352554;16000.0;
6.185299;16000.0;
6.275212;16000.0;
6.3356905;16000.0;
6.455256;16000.0;
6.515225;16000.0;
6.635242;16000.0;
6.6952424;16000.0;
6.8152246;16000.0;
6.875545;10000.0;
6.9952397;10000.0;
7.115249;10000.0;
7.1752496;10000.0;
7.3152337;10000.0;
7.4153504;10000.0;
7.475272;10000.0;
7.535218;10000.0;
7.6552215;10000.0;
7.77523;10000.0;
7.8354106;10000.0;
7.955249;10000.0;
8.015235;10000.0;
8.135242;10000.0;
8.195221;10000.0;
8.315265;10000.0;
8.435314;10000.0;
8.495234;10000.0;
8.6152115;10000.0;
8.675227;10000.0;
8.795561;10000.0;
8.915312;10000.0;
8.975242;10000.0;
9.095227;10000.0;
9.205308;10000.0;
9.265234;10000.0;
9.395656;10000.0;
9.455306;10000.0;
9.575231;10000.0;
9.6352215;10000.0;
9.7553;10000.0;
9.815457;10000.0;
9.93521;10000.0;
9.995443;10000.0;
10.115305;10000.0;
10.235288;10000.0;
10.335218;16000.0;
10.435315;16000.0;
10.525219;16000.0;
10.585232;16000.0;
10.715216;16000.0;
10.775228;16000.0;
10.895215;16000.0;
10.955301;16000.0;
11.075346;16000.0;
