unit -> radians/second and measure the Angular speed around the X, Y and Z axis
Timestamp;x-axis;y-axis;z-axis;
0.0;-0.551169;-0.170214;0.816847;
0.009304999;-0.762708;-0.177907;0.621792;
0.018624999;-0.884880;-0.227808;0.406314;
0.027942;-0.932593;-0.302485;0.196909;
0.037209;-0.928185;-0.368926;0.048631;
0.046575;-0.900861;-0.428038;-0.072344;
0.055898;-0.865446;-0.466146;-0.183606;
0.06529;-0.857733;-0.463737;-0.221906;
0.075176;-0.838862;-0.496031;-0.224195;
0.084185995;-0.794036;-0.566215;-0.221148;
0.093453996;-0.690472;-0.676736;-0.255493;
0.102800995;-0.582231;-0.772704;-0.252855;
0.112238;-0.513373;-0.819788;-0.253761;
0.121424995;-0.501287;-0.825728;-0.258622;
0.13081199;-0.524696;-0.806798;-0.271608;
0.140107;-0.571525;-0.766835;-0.292100;
0.149267;-0.629600;-0.719309;-0.293596;
0.15860899;-0.677950;-0.678992;-0.281698;
0.16791199;-0.713323;-0.653098;-0.254229;
0.177312;-0.752002;-0.624384;-0.211279;
0.186623;-0.783689;-0.589140;-0.196838;
0.196016;-0.816803;-0.536769;-0.211454;
0.205219;-0.832280;-0.495746;-0.248084;
0.214608;-0.824051;-0.471865;-0.313502;
0.223807;-0.798027;-0.473613;-0.372617;
0.2331;-0.763530;-0.498639;-0.410342;
0.242588;-0.725594;-0.533298;-0.434864;
0.251786;-0.682953;-0.565168;-0.462775;
0.26101598;-0.632520;-0.597274;-0.493135;
0.270374;-0.581731;-0.621054;-0.525243;
0.27974498;-0.544005;-0.634310;-0.549280;
0.288822;-0.524150;-0.615159;-0.588936;
0.298155;-0.506710;-0.594977;-0.623897;
0.30745298;-0.470941;-0.625261;-0.622305;
0.317033;-0.446865;-0.593382;-0.669485;
0.32619697;-0.449418;-0.519233;-0.726926;
0.33544198;-0.476135;-0.456711;-0.751473;
0.344804;-0.510364;-0.414916;-0.753242;
0.35412398;-0.542574;-0.372221;-0.753037;
0.36339802;-0.583302;-0.335755;-0.739613;
0.37272197;-0.620985;-0.309744;-0.720026;
0.38199398;-0.644635;-0.294187;-0.705620;
0.39131397;-0.644720;-0.298730;-0.703631;
0.40062097;-0.625993;-0.326575;-0.708154;
0.40994596;-0.589433;-0.387500;-0.708811;
0.41931698;-0.532387;-0.487119;-0.692300;
0.428622;-0.466741;-0.609120;-0.641191;
0.43793297;-0.409067;-0.715637;-0.566152;
0.44721797;-0.365382;-0.793761;-0.486251;
0.45659697;-0.347119;-0.837276;-0.422466;
0.46587;-0.363234;-0.846549;-0.389122;
0.475177;-0.459066;-0.797177;-0.392132;
0.484644;-0.590165;-0.700418;-0.401398;
0.49386898;-0.627877;-0.673417;-0.390231;
0.503139;-0.600572;-0.701658;-0.383392;
0.512443;-0.544025;-0.740844;-0.393938;
0.521771;-0.455652;-0.785331;-0.419089;
0.531094;-0.372089;-0.807947;-0.456914;
0.54039896;-0.323404;-0.816949;-0.477499;
0.549809;-0.329502;-0.809849;-0.485358;
0.559116;-0.366166;-0.791234;-0.489767;
0.56836903;-0.407031;-0.757765;-0.510017;
0.577705;-0.429352;-0.718032;-0.547802;
0.5869799;-0.428694;-0.672197;-0.603633;
0.59634095;-0.408356;-0.625489;-0.664837;
0.605649;-0.368975;-0.590515;-0.717739;
0.615046;-0.297242;-0.572382;-0.764216;
0.62434596;-0.189844;-0.576486;-0.794747;
0.633862;-0.049079;-0.609374;-0.791363;
0.642935;0.090370;-0.652374;-0.752490;
0.652273;0.208331;-0.694530;-0.688641;
0.661594;0.281657;-0.735319;-0.616421;
0.670875;0.312364;-0.766297;-0.561443;
0.680187;0.319436;-0.774960;-0.545342;
0.68955696;0.323155;-0.759986;-0.563908;
0.698837;0.312816;-0.719094;-0.620525;
0.708129;0.288675;-0.646801;-0.705914;
0.717424;0.249269;-0.542431;-0.802267;
0.72674096;0.183624;-0.425736;-0.886020;
0.73606503;0.096895;-0.309310;-0.946012;
0.745393;0.015013;-0.207023;-0.978221;
0.75472397;-0.041225;-0.133722;-0.990161;
0.764102;-0.042117;-0.094070;-0.994674;
0.773366;-0.042037;-0.095402;-0.994551;
0.7826629;0.069054;-0.141155;-0.987576;
0.791976;0.167101;-0.219965;-0.961089;
0.801461;0.260435;-0.308491;-0.914881;
0.810691;0.321647;-0.383326;-0.865797;
0.820026;0.359560;-0.427783;-0.829288;
0.82930094;0.367133;-0.461438;-0.807643;
0.838593;0.345681;-0.481476;-0.805410;
0.84787595;0.286733;-0.480797;-0.828624;
0.857193;0.197872;-0.460487;-0.865331;
0.86656797;0.082609;-0.429728;-0.899172;
0.87592393;-0.042105;-0.379756;-0.924128;
0.885198;-0.157017;-0.324844;-0.932643;
0.894539;-0.242515;-0.280779;-0.928628;
0.903886;-0.311489;-0.256131;-0.915080;
0.913147;-0.373754;-0.248842;-0.893524;
0.922427;-0.435990;-0.253949;-0.863379;
0.931928;-0.489134;-0.264957;-0.830991;
0.9411029;-0.529059;-0.260290;-0.807679;
0.950385;-0.556183;-0.267266;-0.786911;
0.95972097;-0.568125;-0.302360;-0.765384;
0.96896994;-0.558949;-0.346918;-0.753143;
0.978394;-0.525521;-0.381380;-0.760511;
0.98772097;-0.473180;-0.406443;-0.781604;
0.997009;-0.405031;-0.423971;-0.810061;
1.006302;-0.308018;-0.445660;-0.840542;
1.0155879;-0.184325;-0.485081;-0.854822;
1.024918;-0.033646;-0.530480;-0.847030;
1.034217;0.148306;-0.558360;-0.816235;
1.043589;0.315829;-0.574305;-0.755265;
1.052902;0.441918;-0.592527;-0.673513;
1.062213;0.516229;-0.614346;-0.596730;
1.071537;0.558788;-0.635603;-0.532696;
1.080796;0.582006;-0.644579;-0.495768;
1.0901049;0.581029;-0.650529;-0.489098;
1.0994589;0.530346;-0.691069;-0.491076;
1.108815;0.440084;-0.757324;-0.482479;
1.118076;0.314572;-0.825990;-0.467744;
1.128033;0.153250;-0.883862;-0.441931;
1.1367381;-0.011809;-0.907109;-0.420729;
1.1460199;-0.133150;-0.902087;-0.410499;
1.155319;-0.192946;-0.896732;-0.398302;
1.1646539;-0.201717;-0.899206;-0.388251;
1.1739719;-0.191666;-0.900665;-0.389957;
1.1832789;-0.166315;-0.896341;-0.410989;
1.19265;-0.121251;-0.885599;-0.448345;
1.2019129;-0.016106;-0.845668;-0.533467;
1.211282;0.215426;-0.709489;-0.670982;
1.220593;0.582258;-0.352111;-0.732798;
1.2301699;0.815096;0.120674;-0.566618;
1.23926;0.874316;0.275776;-0.399399;
1.2484931;0.967764;0.027070;-0.250400;
1.258;0.949167;-0.286096;0.131268;
1.267105;0.718359;-0.543229;0.434583;
1.276754;0.513415;-0.703816;0.490967;
1.2858421;0.451870;-0.743318;0.493246;
1.295117;0.473371;-0.700015;0.534694;
1.30449;0.537292;-0.600272;0.592444;
1.3137599;0.616554;-0.455612;0.642090;
1.3238119;0.665235;-0.331700;0.668907;
1.3324239;0.682205;-0.249736;0.687189;
1.341705;0.679994;-0.167677;0.713787;
1.3510029;0.637466;-0.016444;0.770303;
1.360318;0.565989;0.148378;0.810950;
1.369625;0.542294;0.245232;0.803603;
1.378982;0.552038;0.277426;0.786314;
1.3882589;0.571383;0.288723;0.768219;
1.3976209;0.581465;0.313899;0.750577;
1.406908;0.570431;0.344766;0.745483;
1.416229;0.532480;0.387701;0.752432;
