unit -> SI (m/s^2) 
Timestamp;minus Gx on the x-axis;minus Gy on the y-axis;minus Gz on the z-axis
0.004258;-0.38136974;6.183638;7.668256;
0.014261;-0.27240697;6.2108784;7.668256;
0.024341999;-0.20430522;6.2108784;7.709117;
0.034429997;-0.19068487;6.183638;7.709117;
0.04451;-0.17706452;6.1563973;7.641015;
0.054598;-0.19068487;6.0882955;7.477571;
0.065763995;-0.24516626;6.0610547;7.3141265;
0.075578995;-0.23154591;6.0201936;7.1234417;
0.085813;-0.24516626;5.992953;6.8237944;
0.095868;-0.24516626;5.8976107;6.6331096;
0.106114;-0.24516626;5.87037;6.26536;
0.11624999;-0.24516626;5.829509;5.965712;
0.126223;-0.2860273;5.8567495;5.7750273;
0.13632;-0.38136974;5.8839903;5.597963;
0.14697298;-0.50395286;5.8976107;5.47538;
0.156968;-0.626536;5.8976107;5.3800373;
0.166987;-0.7082581;5.9793324;5.284695;
0.17706199;-0.6946377;6.0610547;5.3119354;
0.188254;-0.61291564;6.1700177;5.448139;
0.19740099;-0.46309182;6.2789803;5.6660647;
0.210694;-0.3405087;6.4151835;5.7341666;
0.22077298;-0.29964766;6.428804;5.802268;
0.23087999;-0.313268;6.4424243;5.9793324;
0.247183;-0.2860273;6.469665;6.0610547;
0.25585198;-0.3405087;6.4424243;6.197258;
0.26587;-0.43585113;6.4424243;6.374323;
0.276023;-0.42223078;6.4832854;6.5513873;
0.28592196;-0.27240697;6.537767;6.67397;
0.29599598;-0.13620348;6.578628;6.701211;
0.306081;-0.095342435;6.605869;6.864655;
0.316319;-0.095342435;6.769313;6.7965536;
0.32720602;-0.14982383;6.864655;6.864655;
0.337245;-0.13620348;6.769313;6.9599977;
0.346972;-0.08172209;6.605869;6.9872384;
0.35698098;-0.05448139;6.469665;7.0553403;
0.367256;-0.027240695;6.347082;7.205164;
0.377287;-0.05448139;6.2244987;7.409469;
0.38731298;-0.095342435;6.0610547;7.7227373;
0.397838;-0.10896278;5.952092;7.9679036;
0.40759802;-0.14982383;5.8158884;8.090487;
0.41766;-0.17706452;5.802268;8.21307;
0.42790598;-0.21792556;5.7477865;8.22669;
0.43831998;-0.17706452;5.7477865;8.471856;
0.448468;-0.05448139;5.7477865;8.798744;
0.45812997;0.12258313;5.802268;9.316318;
0.46817297;0.3949901;5.829509;9.80665;
0.47826397;0.626536;5.7477865;10.310603;
0.48844996;0.6401563;5.6660647;10.651112;
0.49858898;0.667397;5.706926;10.869038;
0.508608;0.6946377;5.7341666;11.005241;
0.518696;0.7082581;5.761407;10.96438;
0.52880895;0.58567494;5.8567495;10.96438;
0.538908;0.50395286;5.829509;10.909899;
0.54902;0.38136974;5.6660647;10.991621;
0.559516;0.35412905;5.448139;11.223166;
0.569809;0.32688835;5.2302136;11.481953;
0.579901;0.313268;4.9850473;11.74074;
0.589921;0.19068487;4.658159;11.795221;
0.600048;0.19068487;4.30403;11.808842;
0.610147;-0.095342435;3.8954194;11.645397;
0.621363;-0.20430522;3.636633;11.413852;
0.633105;-0.19068487;3.445948;11.032481;
0.641952;-0.12258313;3.2825038;10.637491;
0.65268695;0.027240695;3.1599207;10.256122;
0.662934;0.32688835;3.1190596;9.915613;
0.672185;0.667397;3.173541;9.561484;
0.68226;1.0760075;3.214402;9.343558;
0.693339;1.4301366;3.2825038;9.166494;
0.702729;1.7161638;3.3506055;8.948568;
0.712809;1.920469;3.3506055;8.648921;
0.722891;1.9749504;3.3642259;8.417375;
0.732974;1.8932283;3.3778462;8.117727;
0.743104;1.7297841;3.4187074;7.8589406;
0.75319695;1.4982382;3.4731886;7.668256;
0.763372;1.2122109;3.5140498;7.43671;
0.773772;0.95342433;3.4731886;7.1098213;
0.783968;0.8036005;3.4187074;6.8374147;
0.793517;0.6946377;3.3914666;6.428804;
0.804378;0.6537767;3.4323275;6.0201936;
0.814313;0.667397;3.5957718;5.6524444;
0.82439;0.7082581;3.759216;5.3936577;
0.83452296;0.7763598;3.990762;5.202973;
0.84449995;0.8580819;4.1269655;5.1076303;
0.85474294;0.9670447;4.263169;5.0259085;
0.86535996;1.0623871;4.440233;5.0259085;
0.876361;1.1032481;4.5628166;5.0259085;
0.885619;1.0896279;4.658159;4.9850473;
0.895867;1.0623871;4.7126403;5.0803895;
0.905675;1.0215261;4.7535014;5.134871;
0.918835;0.9670447;4.7126403;5.3119354;
0.927579;0.89894295;4.7535014;5.407278;
0.94240195;0.8308412;4.8352237;5.992953;
0.95177203;0.6810174;4.862464;6.26536;
0.962278;0.61291564;4.930566;6.67397;
0.9722759;0.50395286;4.9986677;7.1234417;
0.98241794;0.40861043;5.012288;7.5320525;
0.99253196;0.35412905;5.0259085;7.995144;
1.002635;0.2860273;5.053149;8.390134;
1.012673;0.20430522;5.1076303;8.757884;
1.023938;0.095342435;5.0803895;9.248216;
1.032851;0.040861044;4.944186;9.316318;
1.045001;0.05448139;4.903325;9.302697;
1.057465;0.10896278;4.807983;9.234595;
1.067601;0.32688835;4.7943625;9.220976;
1.0775559;0.55843425;4.8488436;9.057531;
1.087621;0.6401563;4.903325;8.771504;
1.097703;0.54481393;5.0259085;8.471856;
1.1080619;0.44947147;5.2302136;8.417375;
1.118478;0.50395286;5.47538;8.785124;
1.1285;0.6401563;5.7477865;9.316318;
1.1380829;0.7082581;6.0610547;10.18802;
1.1481429;0.7082581;6.0610547;10.18802;
1.1582249;0.7627395;6.4424243;11.372991;
1.1683019;0.8580819;6.578628;12.680544;
1.178385;0.92618364;6.3879433;13.824653;
1.1884739;0.89894295;6.074675;14.737216;
1.198685;0.8580819;5.7886477;15.431854;
1.2134039;0.27240697;5.339176;14.709975;
1.223717;-0.16344418;5.2574544;13.402422;
1.2337419;-0.55843425;4.971427;11.699879;
1.2471399;-1.3892754;5.175732;10.59663;
1.256029;-1.96133;5.47538;9.779409;
1.265816;-1.9477097;5.597963;9.370799;
1.276017;-1.6889231;5.7205462;9.41166;
1.2877749;-1.3620348;5.679685;9.670447;
1.2963879;-1.0487667;5.5162406;9.942854;
1.3063459;-0.7899802;5.3800373;9.997335;
1.316394;-0.58567494;5.202973;9.724928;
1.3269739;-0.44947147;5.09401;9.370799;
1.33698;-0.2860273;5.053149;8.757884;
1.3472589;0.027240695;5.053149;8.185829;
1.357234;0.29964766;4.9578066;7.668256;
1.367227;0.50395286;4.930566;7.1915436;
1.377222;0.58567494;4.9986677;6.7284517;
1.3870589;0.58567494;5.066769;6.1563973;
1.399038;0.5992953;4.9578066;5.611583;
1.4081999;0.53119355;4.8760843;4.9986677;
1.417936;0.46309182;4.69902;4.508335;
1.427975;0.4903325;4.6036777;4.167826;
1.438097;0.44947147;4.6036777;3.9499009;
1.448167;0.44947147;4.5900574;3.8545585;
1.4582809;0.5720546;4.535576;3.8681788;
1.468475;0.7354988;4.739881;3.9635212;
1.4787099;0.92618364;4.9850473;4.072484;
1.489105;1.1577295;5.09401;4.0861044;
1.4994539;1.3756552;5.053149;4.0452433;
1.510019;1.5799603;5.012288;4.0588636;
1.520095;1.7297841;5.0259085;4.195067;
1.529426;1.9068487;5.0803895;4.3176503;
1.539484;2.0566726;5.2165933;4.5900574;
1.549755;2.233737;5.284695;4.9169455;
1.559935;2.4108016;5.325556;5.366417;
1.570008;2.6287272;5.175732;6.238119;
1.5800729;3.173541;4.9986677;7.2187843;
1.590162;3.5140498;4.862464;7.763598;
1.600258;3.5412905;4.671779;8.144968;
1.610412;3.6774938;4.508335;8.349273;
1.620541;3.8273177;4.276789;8.308413;
1.6309589;3.9635212;4.0861044;8.117727;
1.6411189;3.990762;4.140586;7.872561;
1.6506699;4.1269655;4.276789;7.4911914;
1.6607629;4.2904096;4.5628166;7.2187843;
1.6708999;4.508335;4.7943625;7.0553403;
1.681015;4.7535014;4.930566;6.9872384;
1.691127;4.7535014;4.930566;6.9872384;
1.70117;4.9578066;4.971427;6.8237944;
1.7112719;5.175732;4.9578066;6.891896;
1.721394;5.434519;4.9850473;6.973618;
1.731527;5.597963;5.1212506;7.1506824;
1.7427579;5.6660647;5.271075;7.409469;
1.7537628;5.8976107;5.134871;7.749978;
1.762439;5.8976107;5.134871;7.749978;
1.7725699;5.965712;4.862464;7.7227373;
1.783098;6.074675;4.5900574;7.668256;
1.792723;6.0610547;4.399372;7.6137743;
1.802808;5.829509;4.2904096;7.709117;
1.813068;5.434519;4.140586;7.8317;
1.8230969;5.09401;3.840938;8.022385;
1.833158;4.658159;3.4187074;8.158588;
1.8432649;4.3176503;2.9419951;8.090487;
1.85357;4.0861044;2.4244218;7.8589406;
1.8639259;4.0588636;1.9885708;7.7772183;
1.873773;4.2495484;1.525479;7.477571;
1.8859149;4.5628166;1.1713499;6.891896;
1.894717;5.0259085;0.9670447;6.0201936;
1.9051929;5.570722;0.81722087;5.243834;
1.9152569;6.2108784;0.54481393;4.671779;
1.925344;6.2789803;0.44947147;4.2904096;
1.935532;5.761407;0.61291564;3.8681788;
1.94558;5.271075;0.7491191;3.636633;
1.955926;5.0259085;0.626536;3.7047346;
1.9672348;5.1893525;0.47671217;4.1814466;
1.9770759;5.5162406;0.35412905;4.8760843;
1.985954;5.679685;0.53119355;5.5434813;
1.996071;5.802268;0.8580819;6.183638;
2.006109;5.8976107;1.253072;6.8782754;
2.0162039;5.992953;1.5118586;7.518432;
2.026315;5.992953;1.56634;7.995144;
2.036954;5.829509;1.4709976;8.036005;
2.046956;5.638824;1.3211738;7.749978;
2.057014;5.5162406;1.2394516;7.4503303;
2.067257;5.706926;1.3211738;7.1915436;
2.078232;6.0882955;1.5527196;7.0553403;
2.0884528;6.67397;1.8932283;7.0553403;
2.102557;7.8589406;2.4925237;7.1915436;
2.112396;8.4854765;2.383561;7.1915436;
2.121712;8.798744;2.6968288;7.0689607;
2.131806;9.289077;3.568531;7.1234417;
2.1423118;10.269742;4.072484;7.1506824;
2.153187;11.046102;4.5900574;7.2187843;
2.163101;11.386611;5.3936577;7.5320525;
2.173196;11.386611;6.0474343;7.7908387;
2.183396;11.073342;6.496906;7.8317;
2.193486;10.487668;6.6467295;7.8861814;
2.203605;9.80665;6.5922484;7.913422;
2.213779;9.043911;6.496906;7.749978;
2.2255108;8.444615;6.4151835;7.6546354;
2.238959;8.063246;6.3334618;7.4230895;
