unit -> SI (m/s^2) 
Timestamp;x-axis;y-axis;z-axis
0.004258;1.3029134;0.69966555;-0.28533554;
0.014261;1.3668721;0.7519417;-0.3119173;
0.024341999;1.3928502;0.785367;-0.30233192;
0.034429997;1.367282;0.7961464;-0.3356371;
0.04451;1.3435054;0.8076992;-0.43671227;
0.054598;1.2947203;0.7767205;-0.6311364;
0.065763995;1.2003493;0.8056617;-0.8382783;
0.075578995;1.1832346;0.79645014;-1.054656;
0.085813;1.1283791;0.81638384;-1.3912468;
0.095868;1.0917857;0.74434185;-1.602591;
0.106114;1.0495039;0.7370672;-1.989543;
0.11624999;1.0017765;0.71545124;-2.3084607;
0.126223;0.9104072;0.76298237;-2.5190954;
0.13632;0.76453376;0.81330967;-2.7174144;
0.14697298;0.5935087;0.8546958;-2.8633833;
0.156968;0.42481756;0.888114;-2.9847689;
0.166987;0.2985037;1.007235;-3.1078649;
0.17706199;0.26616156;1.1302114;-3.110299;
0.188254;0.25713468;1.3534675;-3.049758;
0.19740099;0.3613303;1.5154457;-2.8661952;
0.210694;0.44086188;1.7077012;-2.833181;
0.22077298;0.4422737;1.7796803;-2.8003826;
0.23087999;0.39045984;1.8530655;-2.658546;
0.247183;0.33967882;2.022563;-2.6568675;
0.25585198;0.23715281;2.051394;-2.5523443;
0.26587;0.090949506;2.1044426;-2.4049015;
0.276023;0.051367432;2.1932192;-2.254373;
0.28592196;0.14575854;2.2902737;-2.1552048;
0.29599598;0.22925992;2.3707256;-2.1492348;
0.306081;0.22028726;2.4363756;-2.0058627;
0.316319;0.1656434;2.6321378;-2.0908566;
0.32720602;0.043482974;2.7963629;-2.0562205;
0.337245;0.010534748;2.7810948;-1.9978471;
0.346972;0.040152922;2.6728501;-1.9953494;
0.35698098;0.048036885;2.602175;-1.9558969;
0.367256;0.059717312;2.5551383;-1.8382854;
0.377287;0.01884513;2.5169873;-1.6690421;
0.38731298;-0.03496863;2.4433727;-1.3920374;
0.397838;-0.063694336;2.4223597;-1.1813769;
0.40759802;-0.124671854;2.3665972;-1.0895004;
0.41766;-0.18225756;2.4221005;-0.99262524;
0.42790598;-0.2703652;2.424996;-0.99972343;
0.43831998;-0.34924692;2.505964;-0.78186417;
0.448468;-0.40064937;2.575081;-0.47403812;
0.45812997;-0.36972037;2.6633618;0.038640022;
0.46817297;-0.25075608;2.7272365;0.52606297;
0.47826397;-0.15348876;2.6949105;1.0239515;
0.48844996;-0.243487;2.676333;1.3532057;
0.49858898;-0.30666006;2.7760556;1.5614281;
0.508608;-0.36694127;2.8501263;1.6925755;
0.518696;-0.44039422;2.9105682;1.651824;
0.52880895;-0.6498917;3.0232174;1.65767;
0.538908;-0.8196397;3.0019655;1.6134748;
0.54902;-1.035405;2.841808;1.707941;
0.559516;-1.2212682;2.6560423;1.9553347;
0.569809;-1.405315;2.48726;2.227437;
0.579901;-1.5056233;2.2734756;2.4936113;
0.589921;-1.6993196;1.9768856;2.5535202;
0.600048;-1.7551411;1.6476741;2.5715303;
0.610147;-2.08123;1.2558398;2.4118032;
0.621363;-2.2204633;1.0008667;2.18573;
0.633105;-2.2350402;0.79830384;1.8139687;
0.641952;-2.2011433;0.6049578;1.4352779;
0.65268695;-2.1344693;0.4051931;1.0959425;
0.662934;-1.9435103;0.25821972;0.81444454;
0.672185;-1.6869464;0.229424;0.50832844;
0.68226;-1.3689109;0.18400288;0.3430338;
0.693339;-1.1027693;0.16386604;0.22060776;
0.702729;-0.8933908;0.14420938;0.055895805;
0.712809;-0.74796677;0.05864644;-0.19488144;
0.722891;-0.72992456;-0.010672331;-0.38399506;
0.732974;-0.8249705;-0.07460952;-0.6493902;
0.743104;-0.97946775;-0.10255456;-0.8835454;
0.75319695;-1.1822451;-0.10797596;-1.0587511;
0.763372;-1.4245174;-0.12023735;-1.2816625;
0.773772;-1.6071943;-0.2369144;-1.5992975;
0.783968;-1.6866708;-0.38087583;-1.8535061;
0.793517;-1.7617311;-0.48775768;-2.2365441;
0.804378;-1.7839348;-0.5381868;-2.6089988;
0.814313;-1.7647364;-0.47469425;-2.9316354;
0.82439;-1.7259586;-0.41675782;-3.138998;
0.83452296;-1.6647906;-0.2920258;-3.2745805;
0.84449995;-1.5913508;-0.25938272;-3.3144011;
0.85474294;-1.4871775;-0.21817684;-3.3445587;
0.86535996;-1.3893048;-0.12449694;-3.3001251;
0.876361;-1.3291533;-0.088274956;-3.2578812;
0.885619;-1.3178207;-0.035892963;-3.2817822;
0.895867;-1.2955569;-0.015151501;-3.18148;
0.905675;-1.295702;0.013382435;-3.131453;
0.918835;-1.3080465;-0.028068542;-2.9657469;
0.927579;-1.3358829;0.024184227;-2.8878717;
0.94240195;-1.3369466;0.1735754;-2.3581023;
0.95177203;-1.452213;0.23939657;-2.1159868;
0.962278;-1.4924799;0.3505888;-1.7380152;
0.9722759;-1.5807978;0.46175623;-1.3169746;
0.98241794;-1.6594423;0.5132437;-0.93270636;
0.99253196;-1.6983285;0.5550847;-0.4883423;
1.002635;-1.7497767;0.59797335;-0.10558891;
1.012673;-1.8137493;0.65208864;0.25811958;
1.023938;-1.9063625;0.6084213;0.7532129;
1.032851;-1.950008;0.43776274;0.8369913;
1.045001;-1.9548343;0.26329947;0.9001255;
1.057465;-1.9117317;0.06608772;0.8918371;
1.067601;-1.7184896;-0.06468201;0.95196724;
1.0775559;-1.5245128;-0.13839674;0.87467384;
1.087621;-1.4862912;-0.2189126;0.6837797;
1.097703;-1.6233327;-0.23152399;0.4825549;
1.1080619;-1.7619894;-0.15236521;0.5238528;
1.118478;-1.7966875;-0.052882195;1.0188012;
1.1285;-1.7215471;0.15258741;1.6165452;
1.1380829;-1.7682307;0.41465092;2.5620432;
1.1481429;-1.8438065;0.40991116;2.5905252;
1.1582249;-1.8685141;0.8016863;3.7948008;
1.1683019;-1.8578773;0.9577818;5.117473;
1.178385;-1.871474;0.7929926;6.2721686;
1.1884739;-1.9622576;0.50589514;7.189195;
1.198685;-2.0372152;0.24180174;7.8806853;
1.2134039;-2.6352522;-0.25736332;7.200338;
1.223717;-2.9983456;-0.3784623;5.8944154;
1.2337419;-3.3086987;-0.71941805;4.2018304;
1.2471399;-4.0518413;-0.5765672;3.1138372;
1.256029;-4.558291;-0.335917;2.3191805;
1.265816;-4.511268;-0.2669258;1.9410186;
1.276017;-4.255788;-0.1878314;2.0175638;
1.2877749;-4.063516;-0.29431677;2.3777318;
1.2963879;-3.8043642;-0.48654747;2.6941562;
1.3063459;-3.5981154;-0.6533189;2.794323;
1.316394;-3.4458838;-0.8674941;2.573772;
1.3269739;-3.3636475;-1.0207033;2.2793775;
1.33698;-3.260539;-1.1120672;1.735579;
1.3472589;-3.0124178;-1.1643896;1.2379465;
1.357234;-2.7979167;-1.3035755;0.7856269;
1.367227;-2.6416516;-1.3644776;0.36160994;
1.377222;-2.6002688;-1.3289547;-0.05250311;
1.3870589;-2.637992;-1.2970867;-0.5726223;
1.399038;-2.7090402;-1.4807997;-1.004281;
1.4081999;-2.807369;-1.6023769;-1.5628815;
1.417936;-2.9033067;-1.8134799;-2.0051193;
1.427975;-2.9046965;-1.9335093;-2.3059168;
1.438097;-2.9796286;-1.9484315;-2.4907143;
1.448167;-3.030353;-1.9614482;-2.559411;
1.4582809;-2.9739318;-2.0038252;-2.5218601;
1.468475;-2.8833647;-1.786313;-2.3991048;
1.4787099;-2.7664428;-1.5348287;-2.2541366;
1.489105;-2.609633;-1.4318719;-2.1900597;
1.4994539;-2.4681315;-1.4919176;-2.1642485;
1.510019;-2.3732975;-1.574882;-2.036326;
1.520095;-2.3126287;-1.6009912;-1.79772;
1.529426;-2.1826475;-1.5607629;-1.6272225;
1.539484;-2.0788884;-1.4213619;-1.3264523;
1.549755;-1.949285;-1.3314424;-0.9906292;
1.559935;-1.8219573;-1.2515922;-0.5492625;
1.570008;-1.6569221;-1.3459268;0.29913092;
1.5800729;-1.1648545;-1.4512577;1.2398896;
1.590162;-0.85824466;-1.50774;1.7242317;
1.600258;-0.84984803;-1.6205144;2.0379772;
1.610412;-0.7344887;-1.714212;2.1860995;
1.620541;-0.5978365;-1.8936901;2.102481;
1.6309589;-0.45314765;-2.0636973;1.8852825;
1.6411189;-0.3968308;-2.0361362;1.646204;
1.6506699;-0.2411375;-1.935493;1.2865477;
1.6607629;-0.07420206;-1.692842;1.0554018;
1.6708999;0.121181965;-1.5040107;0.95175314;
1.681015;0.31815958;-1.4058905;0.95835304;
1.691127;0.25548553;-1.4390054;1.0402389;
1.70117;0.39025354;-1.4244294;0.95856905;
1.7112719;0.5322528;-1.4513159;1.1012454;
1.721394;0.7095523;-1.4225864;1.2475982;
1.731527;0.7948699;-1.2743354;1.476428;
1.7427579;0.76546764;-1.1019425;1.7934914;
1.7537628;0.9134393;-1.2023644;2.1671572;
1.762439;0.8692684;-1.1665936;2.1662765;
1.7725699;0.90589285;-1.3975534;2.1208792;
1.783098;0.9998069;-1.6224227;2.0272279;
1.792723;0.9902816;-1.7605004;1.9117012;
1.802808;0.7774353;-1.8108101;1.9279346;
1.813068;0.41219425;-1.8976626;1.9592047;
1.8230969;0.10911751;-2.128676;2.0486965;
1.833158;-0.28575563;-2.4772053;2.0785952;
1.8432649;-0.5884628;-2.8750243;1.9047985;
1.85357;-0.79318094;-3.3090606;1.5748215;
1.8639259;-0.820519;-3.6263533;1.3870187;
1.873773;-0.65897846;-4.0096693;1.0402651;
1.8859149;-0.4358058;-4.2717824;0.4454651;
1.894717;-0.07695246;-4.415867;-0.39505768;
1.9051929;0.3261609;-4.5097547;-1.1034722;
1.9152569;0.79136086;-4.7316628;-1.5698566;
1.925344;0.66236544;-4.78565;-1.8102088;
1.935532;-0.06166649;-4.5913005;-2.0629554;
1.94558;-0.76755905;-4.4174924;-2.108923;
1.955926;-1.2403393;-4.4765754;-1.8506944;
1.9672348;-1.5491257;-4.4117684;-1.0018024;
1.9770759;-1.4534154;-4.384225;-0.13812447;
1.985954;-1.509831;-4.0509963;0.6973715;
1.996071;-1.5968399;-3.5728474;1.5156145;
2.006109;-1.6997137;-3.0392349;2.4031053;
2.0162039;-1.7910781;-2.6609058;3.2561193;
2.026315;-1.9657168;-2.5102549;3.9688125;
2.036954;-2.2917862;-2.5345213;4.271595;
2.046956;-2.6343665;-2.6324072;4.272347;
2.057014;-2.9;-2.669494;4.278986;
2.067257;-2.8466096;-2.5371122;4.341797;
2.078232;-2.6692424;-2.2133927;4.7548347;
2.0884528;-2.2590399;-1.772078;5.3414984;
2.102557;-1.1650548;-1.1107261;5.86697;
2.112396;-0.6078081;-1.1697035;6.265877;
2.121712;-0.33747292;-0.8281989;6.5453925;
2.131806;0.14395809;0.02989912;6.9998527;
2.1423118;1.1475754;0.48163366;7.40025;
2.153187;1.978651;0.9369211;7.9974504;
