unit -> angles in degrees;
Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West;Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis;Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis;
0.43831998;102.34375;-34.15625;-0.984375;
0.448468;102.203125;-33.140625;-0.3125;
0.45812997;101.984375;-31.921875;0.640625;
0.46817297;101.71875;-30.71875;1.984375;
0.47826397;101.359375;-29.09375;3.046875;
0.48844996;100.984375;-27.953125;3.046875;
0.49858898;100.65625;-27.65625;3.109375;
0.508608;100.390625;-27.484375;3.1875;
0.518696;100.1875;-27.671875;3.28125;
0.52880895;100.09375;-28.078125;2.6875;
0.538908;100.0625;-28.078125;2.328125;
0.54902;100.046875;-27.265625;1.765625;
0.559516;99.953125;-25.875;1.625;
0.569809;99.78125;-24.484375;1.484375;
0.579901;99.53125;-22.984375;1.40625;
0.589921;99.234375;-21.546875;0.875;
0.600048;98.859375;-20.015625;0.875;
0.610147;98.421875;-18.5;-0.453125;
0.621363;97.984375;-17.6875;-0.984375;
0.633105;97.578125;-17.359375;-0.953125;
0.641952;97.21875;-17.15625;-0.640625;
0.65268695;96.90625;-17.125;0.140625;
0.662934;96.671875;-17.4375;1.796875;
0.672185;96.546875;-18.328125;3.78125;
0.68226;96.46875;-18.859375;6.21875;
0.693339;96.4375;-19.484375;8.359375;
0.702729;96.453125;-20.1875;10.171875;
0.712809;96.515625;-20.734375;11.6875;
0.722891;96.625;-21.265625;12.296875;
0.732974;96.8125;-22.046875;12.140625;
0.743104;97.109375;-23.015625;11.40625;
0.75319695;97.515625;-23.96875;10.09375;
0.763372;101.875;-25.015625;8.390625;
0.773772;102.28125;-25.84375;6.875;
0.783968;106.203125;-26.40625;6.0;
0.793517;106.609375;-27.6875;5.453125;
0.804378;110.953125;-29.546875;5.375;
0.814313;114.734375;-32.296875;5.6875;
0.82439;115.109375;-34.625;6.140625;
0.83452296;119.09375;-37.1875;6.75;
0.84449995;119.40625;-38.53125;7.4375;
0.85474294;119.734375;-39.796875;8.34375;
0.86535996;120.078125;-40.828125;8.984375;
0.876361;120.421875;-41.5625;9.25;
0.885619;120.8125;-42.390625;9.078125;
0.895867;121.203125;-42.25;8.703125;
0.905675;121.59375;-42.21875;8.3125;
0.918835;121.9375;-41.125;7.75;
0.927579;122.296875;-40.921875;7.125;
0.94240195;122.59375;-38.640625;6.171875;
0.95177203;122.90625;-37.65625;4.90625;
0.962278;123.1875;-36.34375;4.234375;
0.9722759;123.4375;-34.96875;3.296875;
0.98241794;123.640625;-33.59375;2.578125;
0.99253196;123.796875;-32.125;2.15625;
1.002635;123.90625;-31.03125;1.671875;
1.012673;124.015625;-30.25;1.140625;
1.023938;124.078125;-28.78125;0.53125;
1.032851;124.109375;-27.953125;0.21875;
1.045001;124.171875;-27.796875;0.3125;
1.057465;124.21875;-27.515625;0.59375;
1.067601;124.203125;-27.453125;1.796875;
1.0775559;124.1875;-28.109375;3.109375;
1.087621;124.25;-29.140625;3.640625;
1.097703;124.46875;-30.609375;3.15625;
1.1080619;124.828125;-31.828125;2.609375;
1.118478;125.171875;-31.890625;2.796875;
1.1285;125.453125;-31.625;3.359375;
1.1380829;125.6875;-30.6875;3.421875;
1.1481429;125.953125;-30.6875;3.421875;
1.1582249;126.140625;-29.484375;3.328125;
1.1683019;126.15625;-27.375;3.4375;
1.178385;125.96875;-24.765625;3.46875;
1.1884739;125.609375;-22.359375;3.21875;
1.198685;121.703125;-20.53125;2.96875;
1.2134039;121.59375;-19.953125;1.015625;
1.223717;121.890625;-21.421875;-0.640625;
1.2337419;127.796875;-23.0;-2.515625;
1.2471399;138.60938;-25.84375;-6.734375;
1.256029;151.01563;-28.78125;-9.921875;
1.265816;158.5625;-30.328125;-10.125;
1.276017;158.90625;-30.875;-8.703125;
1.2877749;159.0;-30.1875;-6.921875;
1.2963879;158.84375;-28.875;-5.265625;
1.3063459;158.51563;-28.203125;-3.96875;
1.316394;158.10938;-28.109375;-3.046875;
1.3269739;157.73438;-28.484375;-2.40625;
1.33698;157.4375;-29.96875;-1.625;
1.3472589;157.07813;-31.6875;0.171875;
1.357234;153.35938;-32.859375;1.875;
1.367227;153.04688;-34.375;3.296875;
1.377222;152.79688;-36.5;4.0;
1.3870589;152.67188;-39.328125;4.203125;
1.399038;152.64063;-41.3125;4.5625;
1.4081999;152.73438;-44.125;4.34375;
1.417936;152.90625;-46.046875;4.0625;
1.427975;153.07813;-47.640625;4.515625;
1.438097;153.29688;-49.1875;4.234375;
1.448167;153.5;-49.796875;4.28125;
1.4582809;153.53125;-49.234375;5.484375;
1.468475;153.4375;-49.609375;6.78125;
1.4787099;153.1875;-50.03125;8.1875;
1.489105;152.79688;-50.171875;10.0625;
1.4994539;148.4375;-49.78125;12.0;
1.510019;144.71875;-49.015625;13.75;
1.520095;144.34375;-47.921875;14.796875;
1.529426;140.5;-47.109375;15.953125;
1.539484;140.15625;-46.046875;16.46875;
1.549755;136.32813;-44.375;17.203125;
1.559935;135.90625;-42.15625;17.671875;
1.570008;130.0;-37.40625;17.96875;
1.5800729;122.953125;-32.375;19.859375;
1.590162;117.046875;-29.703125;21.0;
1.600258;112.71875;-27.734375;20.671875;
1.610412;112.296875;-26.296875;21.1875;
1.620541;107.890625;-25.046875;22.265625;
1.6309589;107.515625;-24.328125;23.5625;
1.6411189;107.234375;-25.140625;24.15625;
1.6506699;107.078125;-26.578125;25.578125;
1.6607629;107.078125;-28.53125;26.65625;
1.6708999;107.15625;-29.796875;27.84375;
1.681015;107.234375;-30.25;29.0625;
1.691127;107.34375;-30.25;29.0625;
1.70117;107.421875;-30.515625;30.421875;
1.7112719;107.4375;-29.90625;31.359375;
1.721394;107.390625;-29.421875;32.390625;
1.731527;107.359375;-29.421875;32.484375;
1.7427579;107.359375;-29.484375;31.921875;
1.7537628;107.21875;-27.796875;32.390625;
1.762439;107.09375;-27.796875;32.390625;
1.7725699;106.859375;-26.46875;33.171875;
1.783098;106.515625;-25.140625;34.203125;
1.792723;106.140625;-24.34375;34.5625;
1.802808;105.8125;-23.9375;33.453125;
1.813068;105.53125;-23.484375;31.53125;
1.8230969;105.1875;-22.0;29.8125;
1.833158;104.75;-19.984375;27.765625;
1.8432649;99.8125;-17.796875;26.625;
1.85357;95.296875;-15.3125;26.40625;
1.8639259;91.015625;-12.78125;26.8125;
1.873773;86.9375;-10.0625;29.109375;
1.8859149;86.59375;-8.0625;33.125;
1.894717;86.296875;-7.03125;39.5;
1.9051929;86.046875;-6.109375;46.390625;
1.9152569;85.734375;-4.0;52.875;
1.925344;85.4375;-3.390625;55.515625;
1.935532;85.328125;-5.046875;55.8125;
1.94558;85.390625;-6.671875;54.84375;
1.955926;85.421875;-5.71875;53.21875;
1.9672348;85.34375;-4.09375;50.96875;
1.9770759;85.171875;-2.734375;48.453125;
1.985954;85.15625;-3.828125;45.578125;
1.996071;85.390625;-5.765625;42.890625;
2.006109;89.734375;-7.890625;40.15625;
2.0162039;93.828125;-8.9375;38.0;
2.026315;94.234375;-8.90625;36.34375;
2.036954;94.671875;-8.421875;35.515625;
2.046956;95.109375;-7.859375;35.65625;
2.057014;99.40625;-7.609375;36.140625;
2.067257;103.1875;-8.203125;37.96875;
2.078232;108.078125;-9.46875;40.109375;
2.0884528;113.65625;-11.03125;42.421875;
2.102557;119.25;-13.1875;45.921875;
2.112396;119.546875;-12.09375;48.25;
2.121712;124.578125;-13.4375;49.3125;
2.131806;132.1875;-16.9375;49.390625;
2.1423118;137.60938;-18.03125;51.28125;
2.153187;142.54688;-19.1875;52.25;
2.163101;149.5625;-21.5625;50.875;
2.173196;157.73438;-23.671875;49.109375;
2.183396;166.0625;-25.59375;47.40625;
2.193486;174.26563;-26.875;45.46875;
2.203605;182.09375;-27.625;43.59375;
2.213779;189.625;-28.625;41.796875;
2.2255108;196.29688;-29.359375;40.203125;
2.238959;201.1875;-30.03125;39.578125;
2.248899;201.60938;-30.875;39.5625;
2.2588217;202.03125;-31.421875;40.046875;
2.269002;205.9375;-31.828125;39.84375;
2.2791328;206.20313;-31.03125;40.75;
2.289221;206.48438;-31.359375;40.53125;
2.3002648;206.875;-33.0625;38.90625;
2.309653;207.26563;-33.625;38.578125;
2.321582;207.57813;-32.90625;39.28125;
2.330978;207.73438;-32.71875;40.671875;
2.340469;207.75;-32.71875;41.71875;
2.351177;207.70313;-32.828125;41.84375;
2.360831;207.67188;-33.234375;41.078125;
2.3708;207.6875;-33.28125;39.828125;
2.381017;207.75;-33.078125;38.59375;
2.3916018;207.82813;-32.921875;37.40625;
2.401685;207.95313;-32.546875;36.28125;
2.411927;208.10938;-31.984375;34.96875;
2.42206;208.34375;-30.421875;33.765625;
2.4339461;208.65625;-28.171875;32.421875;
2.4425228;209.0625;-25.96875;31.375;
2.452503;209.5;-24.03125;30.84375;
2.463215;209.84375;-22.8125;31.234375;
2.4745889;210.125;-22.265625;31.203125;
2.483299;210.1875;-22.65625;32.1875;
2.493561;209.79688;-22.84375;35.1875;
2.5038679;202.21875;-22.75;38.859375;
2.514179;194.59375;-23.90625;41.296875;
2.5243928;188.1875;-24.734375;42.546875;
2.5388649;183.09375;-25.09375;43.34375;
2.547798;178.89063;-25.109375;43.671875;
2.5580018;178.54688;-24.484375;43.375;
2.56772;178.21875;-24.46875;42.265625;
2.578451;177.90625;-23.8125;41.28125;
2.5892289;174.17188;-22.84375;41.21875;
2.598263;174.34375;-22.1875;37.796875;
2.6103458;174.70313;-21.6875;35.65625;
2.619673;174.92188;-20.109375;35.34375;
2.629143;174.53125;-18.359375;36.90625;
2.639566;165.42188;-17.390625;38.5625;
2.6496708;156.15625;-16.96875;39.5;
2.6597288;148.65625;-17.171875;40.0;
2.669868;141.07813;-16.796875;40.796875;
2.6799858;131.23438;-15.625;42.390625;
2.690315;121.78125;-14.96875;44.0625;
2.700653;112.65625;-14.25;47.0;
2.7102618;106.078125;-13.984375;48.59375;
2.722499;101.984375;-14.5;51.0625;
2.731325;101.703125;-15.40625;53.125;
2.741167;101.46875;-16.59375;54.4375;
2.7518718;101.296875;-18.09375;54.84375;
2.761188;101.28125;-19.921875;55.03125;
2.771618;101.328125;-21.546875;54.53125;
2.7813609;101.5625;-24.125;54.890625;
2.791458;101.546875;-23.25;59.484375;
2.8019469;101.21875;-21.453125;62.09375;
2.811627;100.921875;-22.5;59.234375;
2.8217888;100.546875;-22.34375;59.9375;
2.8320708;93.78125;-18.734375;62.8125;
2.843211;88.421875;-17.703125;61.5;
2.852484;87.984375;-17.5;61.421875;
2.862125;82.421875;-15.4375;63.21875;
2.872206;76.9375;-12.75;64.609375;
2.887317;72.828125;-11.578125;65.1875;
2.895737;72.421875;-10.828125;64.265625;
2.905765;68.875;-10.890625;62.40625;
2.917582;65.328125;-10.0625;59.859375;
2.926084;61.609375;-8.9375;57.578125;
2.9363358;57.6875;-7.65625;55.3125;
2.946126;57.3125;-7.34375;53.328125;
2.9622629;53.359375;-7.484375;50.46875;
2.9737039;52.953125;-9.390625;45.203125;
2.982941;52.75;-11.234375;43.578125;
2.992755;52.9375;-12.78125;42.921875;
3.002819;60.0;-14.890625;43.765625;
3.01289;70.125;-16.828125;45.1875;
3.0229719;81.59375;-18.796875;47.46875;
3.0330617;92.578125;-20.546875;50.09375;
3.043129;100.203125;-20.546875;50.09375;
3.0532348;107.21875;-21.953125;52.09375;
3.06336;112.546875;-22.71875;54.1875;
3.073407;112.9375;-22.6875;57.109375;
3.0835319;117.578125;-23.71875;59.0;
3.093604;121.609375;-25.078125;60.078125;
3.104005;121.984375;-25.78125;61.28125;
3.1138299;122.40625;-25.8125;61.875;
3.1238558;126.5;-26.0;61.96875;
3.1339269;126.90625;-26.609375;61.53125;
3.144013;127.3125;-25.90625;61.75;
3.1543958;127.734375;-24.8125;61.296875;
3.1642878;128.125;-22.84375;60.8125;
3.174353;128.5;-20.875;59.796875;
3.1845918;128.84375;-18.65625;58.71875;
3.194603;129.1875;-16.25;57.03125;
3.2077289;129.42188;-13.5;55.46875;
3.216328;129.79688;-13.5;55.46875;
3.226458;134.85938;-13.671875;54.546875;
3.237006;140.40625;-14.96875;53.875;
3.24697;144.28125;-16.078125;54.390625;
3.2572649;144.70313;-17.265625;54.625;
3.267287;148.70313;-18.5;55.21875;
3.2772868;149.01563;-19.75;56.078125;
3.287256;152.59375;-21.4375;56.125;
3.297581;156.34375;-23.625;55.203125;
3.3081279;160.5625;-26.1875;53.71875;
3.318276;164.5;-28.484375;52.359375;
3.3276658;168.42188;-30.6875;50.71875;
3.337581;172.34375;-32.890625;48.90625;
3.3475688;176.15625;-34.765625;47.125;
3.357719;176.5625;-36.359375;45.71875;
3.367781;180.92188;-37.75;44.4375;
3.377836;181.32813;-38.859375;43.28125;
3.388481;185.34375;-39.40625;42.28125;
3.398613;185.70313;-39.5;41.53125;
3.408716;186.09375;-39.6875;41.265625;
3.4211168;186.48438;-39.609375;41.109375;
3.430357;186.89063;-39.28125;41.03125;
3.440039;187.28125;-39.0;41.078125;
3.4501507;187.625;-38.03125;41.609375;
3.460278;187.89063;-36.25;42.9375;
3.4703948;188.03125;-34.34375;44.5;
3.480453;188.0625;-32.78125;45.90625;
3.490563;188.03125;-31.578125;46.703125;
3.5006728;188.03125;-30.328125;46.59375;
3.510819;188.09375;-30.390625;45.578125;
3.520889;188.3125;-30.6875;43.640625;
3.53169;188.70313;-31.328125;41.140625;
3.541854;193.3125;-32.25;38.421875;
3.551283;193.75;-32.421875;36.3125;
3.561282;197.85938;-32.046875;34.9375;
3.571383;198.20313;-30.859375;33.96875;
3.581508;198.59375;-28.59375;33.765625;
3.5916348;199.0;-25.8125;33.8125;
3.601763;202.625;-22.90625;33.921875;
3.611904;202.92188;-20.15625;34.109375;
3.621933;203.21875;-17.859375;34.75;
3.6320927;203.39063;-16.71875;36.015625;
3.642161;203.39063;-16.625;37.34375;
3.652835;203.125;-17.6875;38.90625;
3.663066;198.89063;-19.25;40.46875;
3.673157;194.875;-20.84375;41.609375;
3.682607;191.0;-22.46875;42.65625;
3.692654;190.67188;-24.25;42.71875;
3.7027287;190.29688;-25.625;42.46875;
3.712787;190.0;-26.3125;41.53125;
3.722904;189.73438;-26.53125;40.828125;
3.732943;189.5625;-26.09375;39.90625;
3.743083;189.40625;-25.453125;39.484375;
3.7531738;189.15625;-24.25;39.765625;
3.7632298;188.76563;-22.484375;40.359375;
3.77398;183.78125;-20.0625;41.078125;
3.7841718;178.85938;-17.46875;41.59375;
3.7934997;172.60938;-14.53125;41.71875;
3.803578;163.8125;-11.625;41.1875;
3.813698;115.875;-9.015625;41.421875;
3.8237529;73.375;-6.640625;41.875;
3.8338258;51.28125;-4.953125;43.109375;
3.843951;40.765625;-3.828125;44.484375;
3.854003;36.9375;-2.875;46.25;
3.86413;36.90625;-2.34375;48.375;
3.8742068;37.015625;-2.046875;50.09375;
3.88589;37.296875;-2.0625;51.78125;
3.8952518;37.59375;-2.0625;53.125;
3.9054499;37.96875;-2.078125;54.65625;
3.915311;38.296875;-1.375;56.375;
3.9253938;38.5625;-1.015625;57.0625;
3.93554;38.765625;-0.78125;57.875;
3.9458528;39.0;-1.0625;58.59375;
3.955749;39.359375;-2.296875;59.15625;
3.966048;43.109375;-3.921875;59.4375;
3.976081;43.53125;-5.859375;59.765625;
3.9861097;47.703125;-6.78125;60.25;
3.9961889;48.015625;-7.578125;60.09375;
4.006937;48.359375;-8.25;59.53125;
4.017296;48.609375;-8.0625;58.875;
4.026991;48.875;-8.0625;58.875;
4.0369887;48.984375;-7.546875;57.3125;
4.047052;48.875;-6.21875;55.859375;
4.057274;48.6875;-5.15625;55.171875;
4.067288;48.5;-5.34375;53.71875;
4.0772758;48.296875;-5.40625;52.140625;
4.087284;48.171875;-6.140625;50.75;
4.097581;48.140625;-7.4375;48.546875;
4.107883;48.21875;-9.21875;45.6875;
4.11769;48.421875;-11.03125;42.671875;
4.128066;48.75;-12.09375;40.640625;
4.138239;52.453125;-12.578125;39.40625;
4.147691;56.953125;-13.203125;39.578125;
4.157662;61.890625;-13.53125;40.5;
4.167883;67.734375;-14.1875;41.953125;
4.177887;74.28125;-15.015625;43.578125;
4.187973;80.359375;-15.6875;45.28125;
4.200293;86.375;-16.53125;46.8125;
4.21519;93.3125;-18.234375;49.609375;
4.225228;98.921875;-19.0;50.53125;
4.2353597;104.0;-19.890625;50.3125;
4.2454786;109.453125;-20.96875;49.359375;
4.255525;115.171875;-21.984375;47.96875;
4.265585;121.09375;-22.78125;46.109375;
4.275675;127.515625;-23.515625;43.78125;
4.287037;134.32813;-24.171875;41.234375;
4.2966757;141.65625;-24.890625;38.703125;
4.306117;148.89063;-25.671875;36.5625;
4.316076;155.625;-26.375;35.109375;
4.326172;162.0625;-25.875;32.90625;
4.336248;166.64063;-26.96875;32.609375;
4.3469167;170.375;-27.21875;31.96875;
4.3572626;170.75;-27.5;31.515625;
4.3669147;174.6875;-27.796875;31.0;
4.376896;175.04688;-27.796875;30.78125;
4.38726;175.4375;-27.984375;31.046875;
4.3993707;175.8125;-28.5;31.734375;
4.408548;176.1875;-28.65625;32.359375;
4.418186;176.57813;-28.6875;32.859375;
4.4282985;180.3125;-28.625;32.984375;
4.438384;180.65625;-29.03125;32.90625;
4.4486217;184.39063;-29.765625;32.515625;
4.45881;184.78125;-31.265625;31.640625;
4.468886;189.14063;-32.53125;30.484375;
4.479013;189.53125;-32.65625;29.890625;
4.489098;193.17188;-32.46875;29.6875;
4.4991927;193.48438;-32.5;29.6875;
4.516515;193.82813;-32.515625;30.0;
4.524922;194.15625;-32.46875;30.765625;
4.5351815;194.45313;-31.828125;32.0;
4.5452766;194.625;-30.453125;34.359375;
4.555419;194.65625;-28.359375;37.109375;
4.565943;194.60938;-26.8125;39.25;
4.5761666;194.4375;-25.546875;41.546875;
4.585566;194.23438;-26.3125;42.9375;
4.595618;194.04688;-28.265625;43.125;
4.6056886;193.90625;-29.65625;42.78125;
4.615792;193.8125;-29.890625;42.125;
4.625864;193.82813;-28.875;40.9375;
4.6359367;193.95313;-25.75;39.75;
4.646082;194.23438;-21.421875;37.90625;
4.656172;198.45313;-16.421875;35.1875;
4.6662188;203.04688;-12.203125;32.234375;
4.676346;207.09375;-9.296875;30.546875;
4.687783;207.48438;-7.828125;29.546875;
4.6971855;207.82813;-7.40625;30.203125;
4.706884;207.98438;-7.328125;32.234375;
4.716929;207.82813;-7.859375;34.984375;
4.727175;203.73438;-8.671875;37.9375;
4.737243;199.3125;-9.25;40.03125;
4.747244;195.45313;-10.03125;40.96875;
4.76019;195.09375;-10.609375;41.296875;
4.7692766;194.84375;-11.0;40.15625;
4.7790437;194.84375;-11.40625;37.609375;
4.789541;194.98438;-11.609375;36.171875;
4.7996697;195.34375;-12.09375;33.984375;
4.809309;195.78125;-12.703125;32.765625;
4.819484;196.14063;-13.5;32.65625;
4.8295846;196.5;-14.5625;31.890625;
4.839595;196.82813;-15.75;31.375;
4.8497405;200.78125;-15.640625;30.0;
4.859786;201.1875;-15.609375;28.96875;
4.8700233;205.71875;-14.796875;28.390625;
4.8863997;211.79688;-14.421875;26.09375;
4.89492;216.14063;-13.953125;26.0;
4.905028;216.29688;-13.90625;27.359375;
4.915144;216.25;-13.78125;29.03125;
4.925355;211.23438;-13.734375;31.234375;
4.935424;201.07813;-13.671875;33.78125;
4.9468107;185.76563;-14.328125;36.625;
4.9581127;166.89063;-14.90625;39.578125;
4.9671288;149.0625;-14.5625;41.90625;
4.976979;134.82813;-14.53125;43.65625;
4.9868917;114.75;-10.828125;46.96875;
4.997266;98.875;-8.796875;49.3125;
5.0071697;98.546875;-12.265625;45.171875;
5.0171843;102.546875;-14.453125;40.390625;
5.02816;51.5625;-10.328125;31.921875;
5.037502;51.734375;-8.84375;37.359375;
5.0474987;33.1875;-3.859375;33.65625;
5.05747;21.390625;-0.703125;32.859375;
5.067504;21.015625;0.5625;33.984375;
5.079392;21.03125;0.078125;34.703125;
5.091458;25.28125;-0.921875;36.359375;
5.101614;34.71875;-2.6875;39.734375;
5.111666;45.65625;-3.75;44.09375;
5.121717;56.140625;-5.65625;47.484375;
5.1318293;66.59375;-9.25;48.671875;
5.141872;76.265625;-12.578125;48.21875;
5.1519547;82.765625;-14.015625;48.78125;
5.162219;82.953125;-12.515625;51.5;
5.1723046;82.75;-9.921875;53.125;
5.1821766;82.421875;-9.328125;53.875;
5.1924143;82.203125;-10.203125;54.125;
5.207627;82.078125;-11.265625;54.75;
5.21598;82.109375;-12.65625;53.90625;
5.2261076;82.328125;-14.65625;51.375;
5.2375436;86.0625;-17.125;48.0;
5.2469716;89.65625;-18.828125;43.625;
5.256369;93.484375;-20.28125;39.4375;
5.266881;93.875;-20.609375;36.53125;
5.276873;98.046875;-20.9375;35.625;
5.286878;98.46875;-21.453125;36.28125;
5.297266;102.96875;-22.0;37.9375;
5.307163;103.3125;-22.3125;40.296875;
5.3171887;106.890625;-22.3125;40.296875;
5.327188;107.140625;-22.75;43.46875;
5.337477;107.328125;-22.65625;47.5;
5.347551;107.53125;-22.921875;50.6875;
5.3578405;107.765625;-23.171875;53.578125;
5.367922;108.015625;-23.171875;55.625;
5.37756;108.296875;-23.453125;56.5625;
5.3875513;108.625;-23.96875;57.34375;
5.3975487;109.046875;-24.25;57.53125;
5.4076567;114.953125;-26.3125;54.6875;
5.41773;121.09375;-28.6875;51.34375;
5.433342;128.64063;-30.953125;45.78125;
5.442723;133.96875;-30.640625;43.875;
5.4519677;140.5;-31.859375;40.234375;
5.462002;147.3125;-32.5;36.953125;
5.4721;153.21875;-32.75;34.9375;
5.482203;157.53125;-32.0625;34.03125;
5.4922657;161.95313;-32.65625;32.65625;
5.502387;166.21875;-33.140625;31.359375;
5.516356;170.0625;-32.984375;30.328125;
5.5268836;170.46875;-33.09375;29.453125;
5.5356717;174.60938;-33.6875;28.84375;
5.5453386;174.96875;-34.03125;28.390625;
5.555442;175.39063;-34.90625;28.3125;
5.565527;175.82813;-34.953125;28.4375;
5.5756507;176.25;-35.625;28.71875;
5.585709;180.14063;-35.71875;28.390625;
5.595798;180.40625;-35.515625;28.359375;
5.605921;180.71875;-37.15625;28.078125;
5.6159906;181.04688;-38.359375;28.015625;
5.6260877;181.39063;-39.03125;27.984375;
5.63625;181.73438;-39.5;27.921875;
5.6475677;182.0625;-39.484375;28.015625;
5.657011;182.375;-39.03125;28.140625;
5.6780505;182.70313;-37.46875;28.171875;
5.687233;182.875;-35.765625;29.90625;
5.697272;183.01563;-35.453125;30.546875;
5.707208;183.10938;-34.8125;31.28125;
5.7171817;183.20313;-34.46875;31.390625;
5.727197;183.15625;-33.59375;32.59375;
5.7375097;183.07813;-33.3125;33.15625;
5.747481;182.90625;-31.828125;34.125;
5.757576;182.76563;-31.828125;34.125;
5.7678027;182.65625;-30.984375;34.09375;
5.7779117;182.35938;-29.6875;36.109375;
5.7875767;182.20313;-29.484375;35.203125;
5.797642;182.26563;-29.390625;33.578125;
5.807842;182.60938;-29.453125;31.53125;
5.8179526;187.26563;-29.40625;29.40625;
5.827949;191.75;-29.03125;27.4375;
5.838122;195.92188;-28.078125;25.875;
5.8482037;200.07813;-26.65625;24.453125;
5.8582525;203.75;-25.078125;23.421875;
5.868405;207.73438;-23.203125;22.171875;
5.878432;212.21875;-21.6875;20.46875;
5.8889284;216.71875;-20.21875;19.125;
5.902345;217.0625;-19.71875;19.390625;
5.910898;217.39063;-19.71875;19.390625;
5.9211206;217.53125;-20.21875;20.796875;
5.931146;217.3125;-21.453125;22.875;
5.941254;212.85938;-22.296875;24.921875;
5.951285;207.84375;-23.6875;26.375;
5.961332;202.67188;-24.890625;27.734375;
5.9714336;198.21875;-25.671875;28.59375;
5.982115;197.8125;-26.25;29.0;
5.992218;194.03125;-26.375;29.234375;
6.0017548;193.65625;-26.09375;29.609375;
6.0118365;193.21875;-25.734375;29.578125;
6.021916;189.53125;-25.078125;29.546875;
6.031946;189.20313;-24.390625;29.515625;
6.04208;188.79688;-23.046875;29.515625;
6.052116;184.89063;-21.421875;29.359375;
6.0621543;179.23438;-19.375;30.109375;
6.072308;170.59375;-17.40625;30.828125;
6.082388;153.90625;-15.4375;31.65625;
6.092508;130.125;-14.078125;33.453125;
6.1042275;106.46875;-12.25;34.75;
6.1135597;88.9375;-10.671875;36.5;
6.122911;77.296875;-9.359375;38.109375;
6.132899;70.953125;-8.59375;39.875;
6.1429677;70.59375;-8.375;41.359375;
6.153207;70.328125;-9.046875;41.578125;
6.167449;70.171875;-9.875;41.796875;
6.175884;70.125;-10.828125;41.453125;
6.185899;70.140625;-11.546875;41.71875;
6.1972594;70.34375;-12.953125;42.09375;
6.206899;74.40625;-15.28125;42.3125;
6.2162023;78.9375;-17.671875;41.96875;
6.2262077;82.546875;-19.296875;41.0;
6.236334;82.828125;-20.21875;39.859375;
6.2468677;83.171875;-21.328125;38.75;
6.2568874;86.953125;-22.65625;37.328125;
6.266881;91.296875;-24.890625;35.671875;
6.2771797;96.5625;-27.40625;33.546875;
6.2871666;102.46875;-29.546875;30.6875;
6.297568;107.8125;-30.96875;28.390625;
6.307202;108.25;-31.125;26.21875;
6.318433;113.84375;-31.546875;23.90625;
6.327711;113.984375;-29.90625;22.984375;
6.337321;114.109375;-29.03125;21.328125;
6.34749;114.125;-28.046875;20.875;
6.3574796;114.421875;-28.375;20.4375;
6.367493;121.421875;-29.609375;19.0;
