unit -> SI (lux) 
Timestamp;lux;
0.097096995;16000.0;
0.21698;16000.0;
0.277136;16000.0;
0.396884;16000.0;
0.45694098;16000.0;
0.576846;16000.0;
0.636881;16000.0;
0.756827;16000.0;
0.87728196;16000.0;
0.93965495;16000.0;
1.056868;16000.0;
1.116823;16000.0;
1.2368469;16000.0;
1.29694;16000.0;
1.416924;16000.0;
1.536915;16000.0;
1.596839;16000.0;
1.716833;16000.0;
1.7768689;16000.0;
1.896881;16000.0;
1.956988;16000.0;
2.0768778;16000.0;
2.196842;16000.0;
2.296892;16000.0;
2.356965;16000.0;
2.487246;16000.0;
2.5469198;16000.0;
2.6672838;16000.0;
2.72684;16000.0;
2.8468227;16000.0;
2.906904;16000.0;
3.02683;16000.0;
3.146818;16000.0;
3.207066;10000.0;
3.3269408;10000.0;
3.3868568;10000.0;
3.5068429;10000.0;
3.6168318;10000.0;
3.676826;10000.0;
3.8068159;10000.0;
3.866914;10000.0;
3.996942;16000.0;
4.056856;16000.0;
4.17685;16000.0;
4.236858;16000.0;
4.35683;16000.0;
4.4171457;16000.0;
4.536881;16000.0;
4.5967937;16000.0;
4.7168503;16000.0;
4.836888;16000.0;
4.936819;16000.0;
4.9968247;16000.0;
5.1167936;16000.0;
5.176793;16000.0;
5.2968087;16000.0;
5.356843;16000.0;
5.476832;16000.0;
5.536795;16000.0;
5.6968203;16000.0;
5.756829;16000.0;
5.8168106;16000.0;
5.936817;16000.0;
6.05699;16000.0;
6.116826;16000.0;
6.236976;16000.0;
6.2968307;16000.0;
6.416895;16000.0;
6.476828;16000.0;
6.596894;16000.0;
6.716788;16000.0;
6.7767887;16000.0;
6.896945;16000.0;
6.9568105;16000.0;
7.0768533;16000.0;
7.136947;16000.0;
7.256787;16000.0;
7.3768234;16000.0;
7.436788;16000.0;
7.556884;16000.0;
7.616831;16000.0;
7.7667985;16000.0;
7.8269377;16000.0;
7.9468493;16000.0;
8.006809;16000.0;
8.12679;16000.0;
8.186802;16000.0;
8.336848;16000.0;
8.396854;16000.0;
8.456816;16000.0;
8.576819;16000.0;
8.696786;16000.0;
8.756795;16000.0;
8.8768;16000.0;
8.936837;16000.0;
9.056902;16000.0;
9.118498;16000.0;
9.2368;16000.0;
9.357079;16000.0;
9.416792;16000.0;
9.53682;16000.0;
9.597133;16000.0;
9.716797;16000.0;
9.836855;16000.0;
9.896878;16000.0;
10.016906;16000.0;
10.076803;16000.0;
10.196812;16000.0;
10.256834;16000.0;
10.3768215;16000.0;
10.49681;16000.0;
10.556994;16000.0;
10.676794;16000.0;
10.736808;16000.0;
10.856807;16000.0;
10.916835;16000.0;
11.0668545;16000.0;
11.126795;16000.0;
11.247043;16000.0;
11.306801;16000.0;
11.4268265;16000.0;
11.536789;16000.0;
11.59683;16000.0;
11.716818;16000.0;
11.776889;16000.0;
11.896822;16000.0;
11.956837;16000.0;
12.076795;16000.0;
12.136793;16000.0;
12.256794;16000.0;
12.376807;16000.0;
12.436796;16000.0;
12.556937;16000.0;
12.61699;16000.0;
12.736945;16000.0;
12.796823;16000.0;
12.91681;16000.0;
13.036791;16000.0;
13.096803;16000.0;
13.216789;16000.0;
13.276908;16000.0;
13.397006;16000.0;
13.45699;16000.0;
13.576906;16000.0;
13.697017;16000.0;
13.75679;16000.0;
13.876816;16000.0;
13.936822;16000.0;
14.056809;16000.0;
14.116927;16000.0;
14.236903;16000.0;
14.356787;16000.0;
14.416798;16000.0;
14.536816;16000.0;
14.596816;16000.0;
14.716809;16000.0;
14.776862;16000.0;
14.896817;16000.0;
15.016798;16000.0;
15.076823;16000.0;
15.197068;16000.0;
15.256792;16000.0;
15.3768015;16000.0;
15.436835;16000.0;
15.556819;16000.0;
15.6769495;16000.0;
15.736885;16000.0;
15.856816;16000.0;
15.9168825;16000.0;
16.036793;16000.0;
16.156872;16000.0;
16.216822;16000.0;
16.336792;16000.0;
16.396807;16000.0;
16.516796;16000.0;
16.576817;16000.0;
16.696878;10000.0;
16.816875;10000.0;
16.876791;10000.0;
16.99681;10000.0;
17.056858;10000.0;
17.176811;10000.0;
17.236874;10000.0;
17.357084;10000.0;
17.47904;10000.0;
17.53714;10000.0;
17.657072;10000.0;
17.716822;10000.0;
17.836824;10000.0;
17.958752;16000.0;
18.01682;16000.0;
18.13682;16000.0;
18.23682;16000.0;
18.296816;10000.0;
18.416805;10000.0;
18.476873;10000.0;
18.596838;10000.0;
18.65685;10000.0;
18.77679;10000.0;
